Deal Date,Security Code,Company,Client Name,Deal Type,Quantity,Price
29-11-2005,523886,MICROINK,BILAKHIA HOLDINGS PVT LTD,S,1378031,640
29-11-2005,523886,MICROINK,MUMBAI INTEGRATED SEZ LTD,P,1172000,640
29-11-2005,507878,UNITECH,PRAKAUSLI INVESTMENT INDIA PVT LTD,P,235000,650
29-11-2005,507878,UNITECH,UNIBUILD ENGG AND CONSTURCTION,S,235000,650
29-11-2005,523886,MICROINK,NARENDRA DHARMSINGH DESAI,P,126031,640
29-11-2005,507878,UNITECH,MILLENIUM CONSTURCTION PVT LTD,S,93468,650
29-11-2005,507878,UNITECH,PRAKAUSLI INVESTMENT INDIA LTD,P,93468,650
29-11-2005,523886,MICROINK,KAMAL VISARIA  HUF,P,80000,640
05-12-2005,532129,HEXAWARE,IRVINE LIMITED,S,2500000,104
05-12-2005,532129,HEXAWARE,UBS SECURITIES ASIA LIMITED.,P,2500000,104
05-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,80063,846.65
05-12-2005,500325,RELIANCE,SPARK TRADECOM PRIVATE LTD,S,80063,846.65
05-12-2005,500325,RELIANCE,BHUMIKA TRADING PVT LTD,P,67063,847
05-12-2005,500325,RELIANCE,PLATINUM COMMERCIALS PVT LTD,S,67063,847
05-12-2005,500325,RELIANCE,NEELAM MERCANTILE PVT LTD,S,60063,847.55
05-12-2005,500325,RELIANCE,EKANSHA ENTERPRISES PVT LTD,P,60063,847.55
07-12-2005,532129,HEXAWARE,IRVINE LIMITED,S,2500000,108.25
07-12-2005,532129,HEXAWARE,MACQUARIE BANK LTD,P,2500000,108.25
08-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1200000,847.85
08-12-2005,500325,RELIANCE,SPARK TRADECOM PRIVATE LTD,S,1200000,847.85
08-12-2005,500325,RELIANCE,PANCHTIRTH TRADING PVT LTD,S,807063,844.15
08-12-2005,500325,RELIANCE,EKANSHA ENTERPRISE PVT LTD,P,807063,844.15
08-12-2005,500325,RELIANCE,CHARISHMA INVESTMENTS PRIVATE LTD,S,807002,847.45
08-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,807002,847.45
09-12-2005,532129,HEXAWARE,IRVINE LIMITED,S,2500000,108
09-12-2005,532129,HEXAWARE,MACQUARIE BANK LTD,P,2500000,108
09-12-2005,500325,RELIANCE,CHITANYA COMMERCIALS PVT LTD,S,1930063,853.35
09-12-2005,500325,RELIANCE,EKANSHA ENTERPRISE PVT LTD,P,1930063,853.35
09-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1759863,853.35
09-12-2005,500325,RELIANCE,SWARNA TRADING PRIVATE LTD,S,1759863,853.35
12-12-2005,500325,RELIANCE,EKANSHA ENTERPRISE PVT LTD,P,2779528,868.1
12-12-2005,500325,RELIANCE,DEVPRIYA MERCANTILE PRIVATE LTD,S,1772063,868.15
12-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1772063,868.15
12-12-2005,500325,RELIANCE,KALPAVRIKSHA TRADING PVT LTD,S,1610663,868.25
12-12-2005,500325,RELIANCE,RANJANA TRADERS PVT LTD,S,1168865,867.9
13-12-2005,532129,HEXAWARE,IRVINE LIMITED,S,2500000,114
13-12-2005,532129,HEXAWARE,MACQUARIE BANK LTD,P,2500000,114
13-12-2005,500325,RELIANCE,DEEP MERCANTILE PVT LTD,S,1609063,863.55
13-12-2005,500325,RELIANCE,EKANSHA ENTERPRISE PVT LTD,P,1609063,863.55
13-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1420063,862.85
13-12-2005,500325,RELIANCE,GAIETY MERCANTILE PRIVATE LTD,S,1420063,862.85
13-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1127063,862.65
13-12-2005,500325,RELIANCE,ANTARIKSH COMMERCIALS PRIVATE LTD,S,1127063,862.65
13-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,500000,862.85
13-12-2005,500325,RELIANCE,GAIETY MERCANTILE PRIVATE LTD,S,500000,862.85
14-12-2005,500770,TATACHEM,HINDUSTAN LEVER LIMITED,S,2300000,220.9
14-12-2005,500325,RELIANCE,AVADA TRADING CO. PVT LTD,S,1647675,869.85
14-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1647675,869.85
14-12-2005,500325,RELIANCE,ESTEEM TEXTILES TRADING PVT LTD,S,1523641,872.05
14-12-2005,500325,RELIANCE,EKANSHA ENTERPRISE PVT LTD,P,1523641,872.05
14-12-2005,500770,TATACHEM,TATA SONS LTD,P,1100000,220.9
14-12-2005,500770,TATACHEM,TATA SONS LTD,P,700000,220.9
14-12-2005,500770,TATACHEM,TATA SONS LTD,P,500000,220.9
15-12-2005,532129,HEXAWARE,IRVINE LIMITED,S,1110000,112
15-12-2005,532129,HEXAWARE,MACQUARIE BANK LTD,P,1110000,112
20-12-2005,500402,SPMLINFRA,RELIANCE MUTUAL FUND,P,1000000,120.25
21-12-2005,526560,EICL LTD-$,DEUTSCHE INTL TRUST CORPORATION CI LTD,S,172050,500
21-12-2005,526560,EICL LTD-$,LOTUS GLOBAL INVESTMENTS LTD,P,172050,500
23-12-2005,500117,DCW,DEUTSCHE INTERNATIONAL TRUST CORPORATION C I LTD,S,4272600,8.4
23-12-2005,500117,DCW,LOTUS GLOBAL INVESTMENT LTD,P,4272600,8.4
23-12-2005,530063,YASHRAJC,VASPARR SHEL TER LTD,S,500000,59.55
23-12-2005,532657,FACORSTE,GEEDEE SALES SERVICES,S,500000,10.85
23-12-2005,530063,YASHRAJC,lotus global Investment,P,500000,59.55
23-12-2005,532657,FACORSTE,TAURUS MUTUAL FUND  LIBRA TAX SHIELD,P,500000,10.85
26-12-2005,532657,FACORSTE,TAURUS MUTUAL FUND,P,800000,11.75
26-12-2005,532657,FACORSTE,GEEDEE SALES SERVICES,S,800000,11.75
27-12-2005,500630,ESSARPORTS,CHANDRAKAUNSH TRADERS PVT LTD,P,6000000,27.65
27-12-2005,500630,ESSARPORTS,CHANDRAKAUNSH TRADERS PVT LTD,P,6000000,28.8
27-12-2005,500630,ESSARPORTS,ESSAR INVESTMENT LTD,S,6000000,27.65
27-12-2005,500630,ESSARPORTS,ESSAR INVESTMENT LTD,S,6000000,28.8
27-12-2005,532657,FACORSTE,GEEDEE SALES SERVICES,S,700000,11.65
27-12-2005,532657,FACORSTE,TAURUS MUTUAL FUND,P,700000,11.65
27-12-2005,519483,TAIIND,DEUTSCHE INTERNATIONAL TRUST CORPORATION C I LTD,S,600000,36.3
27-12-2005,519483,TAIIND,MAVI INVESTMENT FUND LIMITED,P,600000,36.3
27-12-2005,532424,GODREJCP,GODREJ INDUSTRIES LTD.,S,590000,507.5
27-12-2005,532424,GODREJCP,GODREJ INVESTMENTS PVT.LTD.,P,590000,507.5
28-12-2005,532187,INDUSINDBK,AASIA MANAGEMENT AND CONSULTANCY P LTD,P,800000,57.65
28-12-2005,532187,INDUSINDBK,GULF OIL CORPORATION LTD,S,800000,57.65
29-12-2005,532187,INDUSINDBK,GULF OIL FORPORATION LTD,P,1300000,57.75
29-12-2005,532187,INDUSINDBK,AASIA ASSET AND CONST PVT,S,1300000,57.75
29-12-2005,532187,INDUSINDBK,AASIA MANAGEMENT CORPORATION,S,500000,57.75
29-12-2005,532187,INDUSINDBK,GULF OIL CORPORATION LTD,P,500000,57.75
30-12-2005,500325,RELIANCE,ORNATE TRADERS PRIVATE LIMITED,P,4323866,897.92
30-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1379109,899.1
30-12-2005,500325,RELIANCE,REVLON TRADING COMPANY PRIVATE LTD,S,1379109,899.1
30-12-2005,500325,RELIANCE,RHINO BAGS PRIVATE LIMITED,S,1237362,899
30-12-2005,500325,RELIANCE,CAPABLE COMMERCIALS PVT LTD,S,1096687,896.55
30-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1087240,899.6
30-12-2005,500325,RELIANCE,RELIANCE EXPORTS PRIVATE LTD,S,1087240,899.6
30-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,1067353,899.15
30-12-2005,500325,RELIANCE,JAGDISHVAR INVESTMENTS ANDTRADING PRIVATE LTD,S,1067353,899.15
30-12-2005,500325,RELIANCE,JAGADANAND INVESTMENTS ANDTRADING COMPANY PRIVATE LTD,S,956454,899.75
30-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,956454,899.75
30-12-2005,500325,RELIANCE,SHITAL TEXTURISING PVT LTD,S,857408,899.5
30-12-2005,500325,RELIANCE,CHIKKI FERTILISERS TRD AND AGENCIES PVT LTD,S,599663,896.55
30-12-2005,500325,RELIANCE,AKSHYA TEXTILES TRADING AND AGENCIES PVT LTD,S,532746,897.25
30-12-2005,500325,RELIANCE,TEJASVI TRADING COMPANY PRIVATE LTD,S,230663,899.25
30-12-2005,500325,RELIANCE,EKLAVYA MERCANTILE PRIVATE LTD,P,230663,899.25
03-01-2006,500630,ESSARPORTS,CHANDRAKAUNSH TRADERS PVT LTD,P,3400000,31.6
03-01-2006,500630,ESSARPORTS,ESSAR INVESTMENT LTD,S,3400000,31.6
04-01-2006,500204,INDSEC,CHANDRAKAUNSH TRADERS PVT LTD,S,4093875,7.2
04-01-2006,500204,INDSEC,ESSAR INVESTMENT LTD,P,4093875,7.2
04-01-2006,532348,SUBEXLTD,THE TORONTO DOMINION BANK,S,200000,765
04-01-2006,532348,SUBEXLTD,THE MASTER TRUST BANK OF JAPAN LTD ACCOUNT NOMURA INDIA INVE,P,200000,765
05-01-2006,526235,MERCATOR,THE INDIAMAN MAURITIUS LTD,S,1500000,151
05-01-2006,526235,MERCATOR,MAVI INVESTMENT FUND LTD.,P,1500000,151
06-01-2006,512535,ASAHINFRA,GANESH B PATEL,S,505000,2.61
09-01-2006,521176,GANGOTRI,USHA TIBREWAL,S,600000,49.7
09-01-2006,521176,GANGOTRI,USHA TIBREWAL,S,600000,47.8
09-01-2006,521176,GANGOTRI,Krishnamurthy S,P,600000,49.7
09-01-2006,521176,GANGOTRI,Sridharan K N,P,600000,47.8
12-01-2006,521176,GANGOTRI,ANITA TIBREWAL,P,680700,49.45
12-01-2006,521176,GANGOTRI,USHA TIBREWAL,S,680700,49.45
24-01-2006,532629,MBECL,LOTUS GLOBAL INVESTMENTS LTD,P,1091096,107
24-01-2006,532629,MBECL,TAIB BANK E C SUB ACCOUNT,S,1091096,107
25-01-2006,532512,MAWANA,KRISHNA SHRIRAM,S,2100000,136
25-01-2006,532512,MAWANA,RELIANCE CAPITAL TRUSTEE CO. LTD AC RELIANCE GROWTH FUND,P,2100000,136
27-01-2006,500630,ESSARPORTS,CHANDRAKAUNSH TRADERS PVT LTD,P,3550161,30
27-01-2006,500630,ESSARPORTS,ESSAR INVESTMENT LTD,S,3550161,30
31-01-2006,590009,GRABAL,SEA PEOPLES INVESTMENTS LTD,S,1000000,134
31-01-2006,590009,GRABAL,RELIANCECAPITALTRUSTCOLTDACCOUNTRELIANCETAXSAVERSFUND,P,1000000,134
02-02-2006,522285,JAYNECOIND,JAYSWAL HOLDINGS PVT. LTD,P,2027156,17.25
02-02-2006,522285,JAYNECOIND,BASANT LALL SHAW,S,883854,17.25
02-02-2006,522285,JAYNECOIND,NECO VALVES AND PUMPS PVT LTD,S,603990,17.25
02-02-2006,522285,JAYNECOIND,ARBIND KUMAR JAYSWAL,S,539312,17.25
10-02-2006,532512,MAWANA,KRISHNA SHRIRAM,S,580000,130.5
10-02-2006,532512,MAWANA,GREENFIELDS COMMERCIAL PVT LTD,P,580000,130.5
13-02-2006,500093,CGPOWER,SAVOURY LIMITED,S,250000,924
13-02-2006,500093,CGPOWER,SOLARIS HOLDINGS LIMITED,P,250000,924
13-02-2006,532430,BFUTILITIE,KIRLOSKAR SYSTEMS LTD,P,79000,755
13-02-2006,532430,BFUTILITIE,PIH FINVEST CO LTD,S,79000,755
15-02-2006,521064,TRIDENT,LOTUS GLOBAL INVESTMENTS LTD,P,3400000,31
15-02-2006,521064,TRIDENT,ANG SECURITIES LTD,S,2600000,31
15-02-2006,521064,TRIDENT,MADHURAJ FOUNDATION,S,800000,31
15-02-2006,500093,CGPOWER,CORELLA INVESTMENTS LTD,S,250000,918
15-02-2006,500093,CGPOWER,SOLARIS HOLDINGS LIMITED,P,250000,918
17-02-2006,532512,MAWANA,KRISHNA SHRIRAM,S,800000,129
17-02-2006,532512,MAWANA,SIEL HOLDINGS LTD,P,800000,129
17-02-2006,500093,CGPOWER,SAVOURY LIMITED,S,250000,907
17-02-2006,500093,CGPOWER,SOLARIS HOLDINGS LIMITED,P,250000,907
20-02-2006,532512,MAWANA,Siel Holdings Ltd,P,843648,123.2
20-02-2006,532512,MAWANA,Krishna Shriram,S,843648,123.2
20-02-2006,500093,CGPOWER,CORELLA INVESTMENTS LTD,S,250000,860
20-02-2006,500093,CGPOWER,SOLARIS HOLDINGS LIMITED,P,250000,860
21-02-2006,531096,MOUNTEVE,LGASIANPLUSLTD,P,1500000,55
21-02-2006,531096,MOUNTEVE,DEEPAK R SABNANI,S,1000000,55
21-02-2006,531096,MOUNTEVE,FIREFLY HOLDINGS PRIVATE LIMITED,S,500000,55
22-02-2006,520081,ECSTSTL,GIRDHAR MORARI AGRO RESEARCH PRIVATE LTD,S,650000,5.85
22-02-2006,520081,ECSTSTL,KLASSIK GARMENTS PRIVATE LTD,P,650000,5.85
22-02-2006,500093,CGPOWER,ABHISHEK FINANCE COMPANY LTD,P,200000,890
22-02-2006,500093,CGPOWER,CORELLA INVESTMENTS LTD,S,200000,890
24-02-2006,520081,ECSTSTL,GIRDHAR MORARI AGRO REASEARCH PRIVATE LTD.,S,500000,5.85
24-02-2006,520081,ECSTSTL,Anagha Properties Pvt,P,500000,5.85
24-02-2006,500093,CGPOWER,CORELLA INVESTMENTS LTD,S,250000,894
24-02-2006,500093,CGPOWER,RELAN HOLDINGS PVT.LTD,P,69000,894
24-02-2006,500093,CGPOWER,FRAGRANCE FINANCE AND INVESTMENT PVT.LTD,P,61000,894
24-02-2006,500093,CGPOWER,SAMBHAV BUILDERS LTD,P,60000,894
24-02-2006,500093,CGPOWER,ALISHAN INVESTMENT AND MARKETING PVT.LTD,P,60000,894
27-02-2006,505324,MANUGRAPH,HDFC MF LONG TERM EQUITY,P,300000,250
27-02-2006,505324,MANUGRAPH,SANJAY S SHAH,S,300000,250
27-02-2006,505324,MANUGRAPH,PRADEEP S SHAH,S,265000,250
27-02-2006,505324,MANUGRAPH,BSMA LIMITED,P,265000,250
28-02-2006,500181,HRBTSON-B,Matterhorn Advisory Singapore,P,456900,263.35
28-02-2006,500181,HRBTSON-B,Mcdowell Co. ltd,S,456900,263.35
28-02-2006,500181,HRBTSON-B,Phipson Distillery Limited,S,373000,263.35
28-02-2006,500181,HRBTSON-B,Matterhorn Advisory Singapore,P,373000,263.35
01-03-2006,512599,ADANIENT,ADANI AGRO PVT LTD,P,2700000,57.5
01-03-2006,512599,ADANIENT,PUSHPABEN VASANTBHAI ADANI,S,2700000,57.5
03-03-2006,530005,INDIACEM,STARGATE INVESTMENTS LIMITED,S,4000000,149
03-03-2006,530005,INDIACEM,ANNA INVESTMENTS PRIVATE LIMITED,P,4000000,149
03-03-2006,512599,ADANIENT,ADANI AGRO PVT LTD,P,2763500,57.5
03-03-2006,512599,ADANIENT,PUSHPABEN VASANTBHAI ADANI,S,2763500,57.5
07-03-2006,500243,KIRLOSIND,kirloskar system ltd,P,6620000,204.76
07-03-2006,500243,KIRLOSIND,Better Value Holidng Private,S,6620000,204.76
08-03-2006,500171,GHCL,RELIANCE GROWTH FUND,P,3000000,131.5
08-03-2006,500171,GHCL,JALCO FINANCIAL SERVICES P LTD.,S,3000000,131.5
08-03-2006,500097,DALMIASUG,ANVIL FINVEST PVT LTD,S,234000,265
08-03-2006,500097,DALMIASUG,ALTITUDE INVESTMENT PVT LTD,P,234000,265
09-03-2006,500180,HDFCBANK,DBS BANK LIMITED,P,11620886,754
09-03-2006,500180,HDFCBANK,DEUTSCHE SECURITIES MAURITIUS LIMITED,S,11620886,754
10-03-2006,530005,INDIACEM,STARGATE INVESTMENTS LIMITED,S,4000000,169
10-03-2006,530005,INDIACEM,ANNA INVESTMENTS PRIVATE LIMITED,P,4000000,169
13-03-2006,500469,FEDERALBNK,INTERNATIONAL FINANCE CORPORATION,P,2570000,187
13-03-2006,500469,FEDERALBNK,ICICI BANK LTD. INVESTMENTS,S,2570000,187
16-03-2006,531897,ACCENTECH,CONTACT CONSULTANCY PVT LTD,S,613000,50
16-03-2006,531897,ACCENTECH,Pradeep V,P,613000,50
20-03-2006,500469,FEDERALBNK,IFC WASHINGTON,P,4074013,179.15
20-03-2006,500469,FEDERALBNK,ICICI BANK LTD INVESTMENT,S,4074013,179.15
20-03-2006,500153,GANESHBE,RAJIV MAHESHWARI,S,750000,11.31
20-03-2006,500153,GANESHBE,SEAGLIMPSE INVESTMENTS PVT LTD,P,750000,11.31
20-03-2006,531897,ACCENTECH,Pradeep v,P,550526,50
20-03-2006,531897,ACCENTECH,TOTAL SOLUTIONS LTD,S,550526,50
20-03-2006,503806,SRF,DCM LIMITED,S,180850,277.5
20-03-2006,503806,SRF,DCM ENGINEERING LIMITED,P,180850,277.5
21-03-2006,505400,TEXINFRA,AVIS TIE UP PRIVATE LIMITED,S,480000,695
21-03-2006,505400,TEXINFRA,Equi Derive India Pvt Ltd,P,150000,695
21-03-2006,532430,BFUTILITIE,PUNE INDUSTRIAL HOTEL LTD,S,100000,807
21-03-2006,532430,BFUTILITIE,BETTER VALUE HOLDINGS PVT LTD,P,100000,807
21-03-2006,505400,TEXINFRA,SURYAKANT DALMIA,P,90000,695
21-03-2006,505400,TEXINFRA,NARAIN PRASAD DALMIA,P,90000,695
21-03-2006,505400,TEXINFRA,SHYAM SUNDAR DALMIA,P,75000,695
21-03-2006,505400,TEXINFRA,MADHU SUDAN DALMIA,P,75000,695
22-03-2006,530005,INDIACEM,ABNAMRO BANK N.V.LONDON BRANCH,S,2050000,163.3
22-03-2006,530005,INDIACEM,ASIA DEBT MANAGEMENT HK LTD,P,2050000,163.3
22-03-2006,531998,IFSLLTD,FELEX ENTERPRISES PVT LTD,S,1300000,1.85
22-03-2006,531998,IFSLLTD,MOUNT EVEREST TRADING AND INVESTMENT,P,1300000,1.85
22-03-2006,532210,CUB,ALPHA SYSTEMS PVT LTD,S,700000,115
22-03-2006,532210,CUB,CUB SHARE BROKING,P,700000,115
22-03-2006,532430,BFUTILITIE,ABOLI INVESTMENTS PVT. LTD,P,81250,815
22-03-2006,532430,BFUTILITIE,YUSMARG INVESTMENTS AND TRADING PVT. LTD,S,81250,815
23-03-2006,509516,DSPML,MERRILL LYNCH MAURITIUS INVESTMENTS LIMITED,P,10705200,2076.6
23-03-2006,509516,DSPML,HEMENDRA KOTHARI,S,3224200,2076.6
23-03-2006,509516,DSPML,ADIKO INVESTMENT PVT LTD,S,2259900,2076.6
23-03-2006,509516,DSPML,HMK INVESTMENT PVT LTD,S,2259900,2076.6
23-03-2006,509516,DSPML,BIKO INVESTMENT PVT LTD,S,1800000,2076.6
23-03-2006,509516,DSPML,SHITIN DESAI,S,530000,2076.6
23-03-2006,505400,TEXINFRA,AVIS TIE UP PRIVATE LIMITED,S,391000,729.53
23-03-2006,505400,TEXINFRA,DALMIA SECURITIES PRIVATE LIMITED,P,391000,729.53
23-03-2006,509516,DSPML,D S PURBHOODAS AND CO,S,240000,2076.6
23-03-2006,509516,DSPML,YOGESH KOTHARI,S,235200,2076.6
23-03-2006,500325,RELIANCE,RELIANCE CHEMICALS PVT. LTD.,P,100000,783.4
23-03-2006,500325,RELIANCE,RELIANCE ENERGY AND PROJECT DEVELOPMENT PVT. LTD.,S,100000,783.4
23-03-2006,509516,DSPML,ADITI KOTHARI,S,63600,2076.6
23-03-2006,509516,DSPML,SHUCHI KOTHARI,S,63600,2076.6
23-03-2006,509516,DSPML,DEVENGANA J DESAI,S,28800,2076.6
24-03-2006,532540,TCS,shapoorji and co rakjot,P,1542374,1890
24-03-2006,532540,TCS,cyrus p mistry,S,896000,1890
24-03-2006,532540,TCS,shapoorji p. mistry,S,896000,1890
24-03-2006,531162,EMAMILTD,EMAMI PAPER MIILS,S,800000,170
24-03-2006,531162,EMAMILTD,TMT VINIYOGAN LTD,P,800000,170
24-03-2006,500153,GANESHBE,RAJIV MAHESHWARI,S,500000,11.35
24-03-2006,500153,GANESHBE,SEAGLIMPLSE INVESTMENTS PVT LTD,P,500000,11.35
24-03-2006,532540,TCS,shapoorji pallonji co rajkot,P,249626,1890
24-03-2006,532430,BFUTILITIE,PIH FINVEST COMPANY LTD,S,108000,827
24-03-2006,532430,BFUTILITIE,BETTER VALUE HOLDINGS LTD,P,108000,827
27-03-2006,532273,CBOP,CENTURION BANK STOCK TRUST,S,40000000,24.5
27-03-2006,532273,CBOP,RADHA MADHAV INVESTMENTS LTD,P,40000000,24.5
27-03-2006,500325,RELIANCE,VELOCITY TRADING PRIVATE LTD,S,15616580,788.95
27-03-2006,500325,RELIANCE,BAHAR TRADING PRIVATE LTD,P,15616580,788.95
27-03-2006,500325,RELIANCE,BAHAR TRADING PRIVATE LTD,P,417329,788.75
27-03-2006,500325,RELIANCE,FLORENTINE TRADING PRIVATE LTD,S,417329,788.75
27-03-2006,532430,BFUTILITIE,KALYANI EXPORTS AND INV PVT LTD,P,77600,886
27-03-2006,532430,BFUTILITIE,TANMARG INV AND TRADING PVT LTD,S,77600,886
28-03-2006,500325,RELIANCE,ANUMATI MERCANTILE PRIVATE LTD,P,10000000,794.05
28-03-2006,500325,RELIANCE,YANGSTE TRADING PRIVATE LTD,S,10000000,794.95
28-03-2006,500325,RELIANCE,ANUMATI MERCANTILE PRIVATE LTD,P,2495328,796.05
28-03-2006,500325,RELIANCE,SILVASSA HYDROCARBONS AND INVESTMENTS PRIVATE LTD,S,2495328,796.05
28-03-2006,500325,RELIANCE,RELIANCE CHEMICALS PRIVATE LTD,S,2000000,797.55
28-03-2006,500325,RELIANCE,RELIANCE POLYOLEFINS PRIVATE LTD,P,2000000,797.55
28-03-2006,500199,IGPL,PLAST PETROCHEMICAL PROJECT CO. LTD.,P,1640000,31.25
28-03-2006,500325,RELIANCE,YANGSTE TRADING PRIVATE LTD,S,1566988,795.05
28-03-2006,500325,RELIANCE,ANUMATI MERCANTILE PRIVATE LTD,P,1566988,795.05
28-03-2006,500325,RELIANCE,RELIANCE AROMATICS AND PETROCHEMICALS PRIVATE LTD,S,1529090,797.45
28-03-2006,500325,RELIANCE,RELIANCE POLYOLEFINS PRIVATE LTD,P,1529090,797.45
28-03-2006,500627,ESSARSTEEL,ACCURATE FINSTOCK PVT LTD,P,800000,46.7
28-03-2006,500627,ESSARSTEEL,HINDUJA EXPORTS PVT LTD,S,800000,46.7
28-03-2006,500199,IGPL,VINCENT INDIA LTD.,S,600000,31.25
28-03-2006,500199,IGPL,BIHARIJI CONSTRUCTION INDIA LTD.,S,540000,31.25
28-03-2006,500199,IGPL,KAMRUP ENTERPRISES LTD.,S,500000,31.25
28-03-2006,532430,BFUTILITIE,BETTER VALUS HOLDING PVT,P,88000,943
28-03-2006,532430,BFUTILITIE,PIH INVESTMENT COMPANY,S,88000,943
28-03-2006,500900,STERLITEIND,INDIA OVERSEAS EXPORT P LTD,S,51860,1604
28-03-2006,500900,STERLITEIND,NAGREEKA SYNTHETIC P LTD,P,51860,1604
29-03-2006,509220,PTL,APOLLO TYRES LTD,S,9388515,24.6
29-03-2006,509220,PTL,CONSTRUCTIVE FINANCE LTD,P,9388515,24.6
29-03-2006,500483,TATACOMM,TATA SONS LTD,P,4651000,428.85
29-03-2006,500483,TATACOMM,PANATONE FINVEST LTD,S,4651000,428.85
29-03-2006,512093,CRANESSOFT,INDSEC SECURITIES AND FINANCE,S,2000000,105
29-03-2006,512093,CRANESSOFT,BPL COMMUNICATION,P,2000000,105
29-03-2006,520081,ECSTSTL,GIRDHAR MORARI AGRO RESEARCH PRIVATE LTD,S,500000,4.97
29-03-2006,520081,ECSTSTL,NOTH MALABAR TOURS PRIVATE LTD,P,500000,4.97
29-03-2006,503811,SIYSIL,S P INVESTRADE INDIA LTD,S,435000,522
29-03-2006,503811,SIYSIL,BALGOPAL HOLDING AND TRADERS LTD,P,435000,522
29-03-2006,502355,BALKRISIND,S P INVESTRADE INDIA LTD,P,312500,886
29-03-2006,502355,BALKRISIND,BALGOPAL HOLDING AND TRADERS LTD,S,312500,886
29-03-2006,502355,BALKRISIND,S P FINANCE AND TRADING LTD,S,262500,885
29-03-2006,502355,BALKRISIND,PODDAR BROTHERS INVESTMENT P LTD,P,262500,885
29-03-2006,503811,SIYSIL,PODDAR BROTHERS INVESTMENT LTD,S,245000,522
29-03-2006,503811,SIYSIL,S P FINANCE AND TRADING LTD,P,245000,522
29-03-2006,502355,BALKRISIND,BALGOPAL HOLDING AND TRADERS LTD,S,212500,886
29-03-2006,502355,BALKRISIND,SANCHNA TRADING AND FINANCE LTD,P,212500,886
29-03-2006,502355,BALKRISIND,S P FINANCE AND TRADING LTD,S,212500,885
29-03-2006,502355,BALKRISIND,VISHAL FURNISHING LTD,P,212500,885
29-03-2006,503811,SIYSIL,SANCHNA TRADING AND FINANCE LTD,S,199500,522
29-03-2006,503811,SIYSIL,S P FINANCE AND TRADING LTD,P,199500,522
29-03-2006,503811,SIYSIL,S P FINANCE AND TRADING LTD,P,96000,524
29-03-2006,503811,SIYSIL,VISHAL FURNISHING LTD,S,96000,524
29-03-2006,502355,BALKRISIND,YOGESH AGENCIES AND INVESTMENT LTD,S,85000,885
29-03-2006,502355,BALKRISIND,ACCUMEN TRADING AND INVESTMENT LTD,P,85000,885
29-03-2006,500900,STERLITEIND,NEGREEKA SYNTHETICS,P,62000,1600
29-03-2006,500900,STERLITEIND,NAGREEKA EXPORTS LTD,S,62000,1600
30-03-2006,500325,RELIANCE,ANUMATI MERCANTILE PRIVATE LTD,P,7918091,800.95
30-03-2006,500325,RELIANCE,SANCHAYITA MERCANTILE PRIVATE LTD,S,7918091,800.95
30-03-2006,532430,BFUTILITIE,KALYANI CONSULTANT PVT LTD,P,48750,1049.05
30-03-2006,532430,BFUTILITIE,YUSMARG INVESTMENT AND TRADING PVT LTD,S,48750,1049.05
31-03-2006,500630,ESSARPORTS,Essar Holding Ltd.,P,21042000,35
31-03-2006,500630,ESSARPORTS,Essar Investment Ltd.,S,21042000,35
31-03-2006,500325,RELIANCE,TRESTA TRADING PRIVATE LTD,P,16150000,791.05
31-03-2006,500325,RELIANCE,MADHUBAN MERCHANDISE PRIVATE LTD,S,16150000,791.05
31-03-2006,500325,RELIANCE,FIERY INVESTMENTS AND LEASING PRIVATE LTD,S,11074480,791.1
31-03-2006,500325,RELIANCE,SANATAN TEXTRADE PRIVATE LTD,P,11074480,791.1
31-03-2006,500325,RELIANCE,TRESTA TRADING PRIVATE LTD,P,8853355,791.15
31-03-2006,500325,RELIANCE,SAUMYA FINANCE AND LEASING COMPAY PRIVATE LTD,S,8853355,791.15
31-03-2006,511218,SHRIRAMFIN,RELIANCE CAPITAL LTD,S,3190000,131
31-03-2006,511218,SHRIRAMFIN,SONATA INVESTMENTS LTD,P,3190000,131
31-03-2006,500674,SANOFI,UNITED BREWERIES HOLDINGS  LTD,S,2298370,1854
31-03-2006,500674,SANOFI,VARIEGATE TRADING LTD,P,2298370,1854
31-03-2006,500325,RELIANCE,TRESTA TRADING PRIVATE LTD,P,1901364,791.35
