Deal Date,Security Code,Company,Client Name,Deal Type,Quantity,Price
03-06-2019,500520,M&M,M  M BENEFIT TRUST,S,19200000,648
03-06-2019,500520,M&M,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,P,19200000,648
03-06-2019,500520,M&M,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,P,1832000,648
03-06-2019,500520,M&M,M AND M EMPLOYEES WELFARE FUND NO 1,S,1832000,648
03-06-2019,500520,M&M,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,P,952000,648
03-06-2019,500520,M&M,M AND M EMPLOYEES WELFARE FUND NO 2,S,952000,648
10-06-2019,530019,JUBLPHARMA,MILLER HOLDINGS PTE LTD,P,975000,475.55
10-06-2019,530019,JUBLPHARMA,RANCE INVESTMENT HOLDINGS LIMITED,S,975000,475.55
20-06-2019,530019,JUBLPHARMA,MILLER HOLDINGS PTE LTD,P,975000,470
20-06-2019,530019,JUBLPHARMA,RANCE INVESTMENT HOLDINGS LIMITED,S,975000,470
21-06-2019,530019,JUBLPHARMA,MILLER HOLDINGS PTE LTD,P,650000,480
21-06-2019,530019,JUBLPHARMA,CUMIN INVESTMENTS LIMITED,S,650000,480
25-06-2019,511243,CHOLAFIN,TI FINANCIAL HOLIDING LTD,P,875000,276.75
25-06-2019,511243,CHOLAFIN,AMBADI INVESTMENTS LIMITED,S,875000,276.75
10-07-2019,532633,ALLDIGI,C MACKERTICH PRIVATE LIMITED,P,538000,303
10-07-2019,532633,ALLDIGI,SSD SECURITIES PRIVATE LIMITED,S,538000,303
11-07-2019,504084,KAYCEEI,SALZER ELECTRONICS LTD,P,45899,3475
11-07-2019,504084,KAYCEEI,2015 GROVER FAMILY TRUST,S,45899,3475
29-07-2019,500135,EPL,ALTITRADE ADVISORY SERVICES LLP,P,1500000,132.65
29-07-2019,500135,EPL,ANVIL SHARE & STOCK BROKING PVT. LTD - CLIENT ERROR ACCOUNT,S,1500000,132.65
05-08-2019,500173,GFLLIMITED,BHANSHALI MANEK,S,1354943,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,1354943,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,1255468,850
05-08-2019,500173,GFLLIMITED,AADI FINANCIAL ADVISORS LLP,S,1255468,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,1044907,850
05-08-2019,500173,GFLLIMITED,LATA MANEK BHANSHALI,S,1044907,850
05-08-2019,500173,GFLLIMITED,VALLABH ROOPCHAND BHANSALI,P,802200,850
05-08-2019,500173,GFLLIMITED,BHANSHALI VALLABH HUF,S,802200,850
05-08-2019,500173,GFLLIMITED,SURAJ VALLABH BHANSHALI,S,582380,850
05-08-2019,500173,GFLLIMITED,VALLABH ROOPCHAND BHANSALI,P,582380,850
05-08-2019,500173,GFLLIMITED,PAYAL AKASH BHANSHALI,S,514388,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,514388,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,397786,850
05-08-2019,500173,GFLLIMITED,SHUBHA SHASHANK SHAH,S,397786,850
05-08-2019,500173,GFLLIMITED,MANGAL ROOPCHAND BHANSALI,S,351511,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,351511,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,330071,850
05-08-2019,500173,GFLLIMITED,AKASH MANEK BHANSHALI,S,330071,850
05-08-2019,500173,GFLLIMITED,MEENU MANGAL BHANSHALI,P,120500,850
05-08-2019,500173,GFLLIMITED,BHANSHALI MANGAL,S,120500,850
19-08-2019,530019,JUBLPHARMA,MILLER HOLDINGS PTE LTD,P,310000,456
19-08-2019,530019,JUBLPHARMA,MAV MANAGEMENT ADVISORS LLP,S,310000,456
20-08-2019,532432,UNITDSPR,RECOVERY OFFICER I DRT II,S,3310515,591.95
20-08-2019,532432,UNITDSPR,RELAY BV,P,3310515,591.95
27-08-2019,532868,DLF,INVESCO GLOBAL EQUITY FUND,P,883582,159.6
27-08-2019,532868,DLF,OPPENHEIMER GLOBAL EQUITY UCITS FUND,S,883582,159.6
27-08-2019,505537,ZEEL,INVESCO DEVELOPING MARKETS SRI EQUITY FUND,P,432596,364.9
27-08-2019,505537,ZEEL,OPPENHEIMER DEVELOPING MARKETS EQUITY SRI UCITS FUND,S,432596,364.9
27-08-2019,500247,KOTAKBANK,INVESCO DEVELOPING MARKETS SRI EQUITY FUND,P,354467,1512.8
27-08-2019,500247,KOTAKBANK,OPPENHEIMER DEVELOPING MARKETS EQUITY SRI UCITS FUND,S,354467,1512.8
27-08-2019,500010,HDFC,INVESCO DEVELOPING MARKETS SRI EQUITY FUND,P,297682,2148.35
27-08-2019,500010,HDFC,OPPENHEIMER DEVELOPING MARKETS EQUITY SRI UCITS FUND,S,297682,2148.35
27-08-2019,505537,ZEEL,OPPENHEIMER DEVELOPING MARKETS EQUITY UCITS FUND,S,233001,364.9
27-08-2019,505537,ZEEL,INVESCO DEVELOPING MARKETS EQUITY FUND,P,233001,364.9
27-08-2019,511243,CHOLAFIN,INVESCO DEVELOPING MARKETS SRI EQUITY FUND,P,208820,273
27-08-2019,511243,CHOLAFIN,OPPENHEIMER DEVELOPING MARKETS EQUITY SRI UCITS FUND,S,208820,273
27-08-2019,500247,KOTAKBANK,OPPENHEIMER DEVELOPING MARKETS EQUITY UCITS FUND,S,190063,1512.8
27-08-2019,500247,KOTAKBANK,INVESCO DEVELOPING MARKETS EQUITY FUND,P,190063,1512.8
27-08-2019,500010,HDFC,INVESCO DEVELOPING MARKETS EQUITY FUND,P,159857,2148.35
27-08-2019,500010,HDFC,OPPENHEIMER DEVELOPING MARKETS EQUITY UCITS FUND,S,159857,2148.35
27-08-2019,511243,CHOLAFIN,INVESCO DEVELOPING MARKETS EQUITY FUND,P,108542,273
27-08-2019,511243,CHOLAFIN,OPPENHEIMER DEVELOPING MARKETS EQUITY UCITS FUND,S,108542,273
27-08-2019,532540,TCS,INVESCO DEVELOPING MARKETS SRI EQUITY FUND,P,97393,2276.3
27-08-2019,532540,TCS,OPPENHEIMER DEVELOPING MARKETS EQUITY SRI UCITS FUND,S,97393,2276.3
27-08-2019,511243,CHOLAFIN,INVESCO EMERGING MARKETS INNOVATORS EQUITY FUND,P,70533,273
27-08-2019,511243,CHOLAFIN,OPPENHEIMER EMERGING MARKETS INNOVATORS UCITS FUND,S,70533,273
27-08-2019,532540,TCS,OPPENHEIMER DEVELOPING MARKETS EQUITY UCITS FUND,S,52457,2276.3
27-08-2019,532540,TCS,INVESCO DEVELOPING MARKETS EQUITY FUND,P,52457,2276.3
30-08-2019,532805,REDINGTON,STANDARD CHARTERED PRIVATE EQUITY (MAURITIUS) III LIMITED,S,7341668,108.05
30-08-2019,532805,REDINGTON,AUGUSTA INVESTMENTS I PTE LTD,P,7341668,108.05
30-08-2019,532805,REDINGTON,STANDARD CHARTERED PRIVATE EQUITY (MAURITIUS) LIMITED,S,3210732,108.05
30-08-2019,532805,REDINGTON,AUGUSTA INVESTMENTS I PTE LTD,P,3210732,108.05
30-08-2019,511288,GRUH,HOUSING DEVELOPMENT FIN CORPN LTD,S,2700000,247.15
30-08-2019,511288,GRUH,SOCIETE GENERALE,P,2700000,247.15
03-09-2019,501425,BBTC,NATIONAL PEROXIDE LIMITED,P,1054384,900.95
03-09-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,1054384,900.95
03-09-2019,501425,BBTC,NOWROSJEE WADIA AND SONS LTD,P,277469,900.95
03-09-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,277469,900.95
03-09-2019,501425,BBTC,MACROFIL INVESTMENTS LIMITED,P,166482,900.95
03-09-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,166482,900.95
03-09-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,133851,900.95
03-09-2019,501425,BBTC,NUSLI NEVILLE WADIA,P,133851,900.95
05-09-2019,534690,LAKSHVILAS,AVIATOR EMERGING MARKET FUND,P,8378378,39.7
05-09-2019,534690,LAKSHVILAS,AVIATOR GLOBAL INVESTMENT FUND,S,8378378,39.7
12-09-2019,540064,FRETAIL,BENNETT COLEMAN & CO LTD,P,2400000,406
12-09-2019,540064,FRETAIL,VARANIUM INDIA OPPORTUNITY LTD,S,2400000,406
12-09-2019,540064,FRETAIL,SNEHLATA RAJESH NUWAL,S,2096000,406
12-09-2019,540064,FRETAIL,BENNETT COLEMAN & CO LTD,P,2096000,406
12-09-2019,540064,FRETAIL,BENNETT COLEMAN & CO LTD,P,1444452,406
12-09-2019,540064,FRETAIL,PUNYAH BUSINESS VENTURES PRIVATE LIMITED,S,1444452,406
16-09-2019,507912,LKPFIN,ALTURA CAPITAL ADVISIORS LLP,P,3074410,64.75
16-09-2019,507912,LKPFIN,DAKSHIN MERCANTILE PRIVATE LIMITED,S,3074410,64.75
17-09-2019,539725,GOKULAGRO,MANJULABEN KANUBHAI THAKKER,P,11452500,15.2
17-09-2019,539725,GOKULAGRO,BHIKHIBEN BALVANTSINH RAJPUT,S,11452500,15.2
17-09-2019,532980,GOKUL,BHIKHIBEN BALVANTSINH RAJPUT,P,10965000,15.4
17-09-2019,532980,GOKUL,MANJULABEN KANUBHAI THAKKER,S,10965000,15.4
19-09-2019,532980,GOKUL,RAJPUT DHARMENDRASINH BALVANTSINH,P,7500000,15.7
19-09-2019,532980,GOKUL,MANJULABEN KANUBHAI THAKKER,S,7500000,15.7
19-09-2019,539725,GOKULAGRO,JAYESHKUMAR KANUBHAI THAKKAR,P,7500000,15.5
19-09-2019,539725,GOKULAGRO,BHIKHIBEN BALVANTSINH RAJPUT,S,7500000,15.5
24-09-2019,532977,BAJAJ-AUTO,JAMNALAL SONS PRIVATE LIMITED,P,53000,2955.75
24-09-2019,532977,BAJAJ-AUTO,MINAL NIRAJKUMARJI BAJAJ,S,53000,2955.75
25-09-2019,532980,GOKUL,RAJPUT DHARMENDRASINH BALVANTSINH,P,6252349,16.85
25-09-2019,532980,GOKUL,KANUBHAI JIVATRAM THAKKAR,S,6252349,16.85
25-09-2019,539725,GOKULAGRO,JAYESHKUMAR KANUBHAI THAKKAR,P,5764849,17.5
25-09-2019,539725,GOKULAGRO,BALVANTSINH CHANDANSINH RAJPUT,S,5764849,17.5
26-09-2019,540716,ICICIGI,SBI MUTUAL FUND,P,8000000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,8000000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,3429975,1129.05
26-09-2019,540716,ICICIGI,BAILLIE GIFFORD GIFFORD DIVERSIFIED GROWTH FUND,P,3429975,1129.05
26-09-2019,540716,ICICIGI,AMUNDI FUNDS SBI FM EQUITY INDIA,P,1500000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,1500000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,1450000,1129.05
26-09-2019,540716,ICICIGI,ADITYA BIRLA SUN LIFE MUTUAL FUND,P,1450000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,1050000,1129.05
26-09-2019,540716,ICICIGI,ICICI PRUDENTIAL MUTUAL FUND,P,1050000,1129.05
26-09-2019,540716,ICICIGI,PCA INDIA INFRASTRUCTURE EQUITY OPEN LIMITED,P,950000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,950000,1129.05
26-09-2019,540716,ICICIGI,RELIANCE MUTUAL FUND,P,850000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,850000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,758510,1129.05
26-09-2019,540716,ICICIGI,FID FUNDS MAURITIUS LIMITED,P,758510,1129.05
26-09-2019,540716,ICICIGI,CANARA ROBECO MUTUAL FUND,P,675000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,675000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,380000,1129.05
26-09-2019,540716,ICICIGI,UTI MUTUAL FUND,P,380000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,350000,1129.05
26-09-2019,540716,ICICIGI,TATA AIG LIFE INSURANCE CO LTD,P,350000,1129.05
26-09-2019,540716,ICICIGI,PICTETCOUNTRY FUND ( MAURITIUS) LTD.,P,310000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,310000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,280000,1129.05
26-09-2019,540716,ICICIGI,L&T MUTUAL FUND,P,280000,1129.05
26-09-2019,540716,ICICIGI,AURIGIN MASTER FUND LIMITED,P,250000,1129.05
26-09-2019,540716,ICICIGI,GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED,P,250000,1129.05
26-09-2019,540716,ICICIGI,SUNDARAM MUTUAL FUND,P,250000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,250000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,250000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,250000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,230000,1129.05
26-09-2019,540716,ICICIGI,IDFC MUTUAL FUND A/C - IDFC DYNAMIC EQUITY FUND,P,230000,1129.05
26-09-2019,540716,ICICIGI,KUWAIT INVESTMENT AUTHORITY,P,200000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,200000,1129.05
26-09-2019,540716,ICICIGI,FAL CORPORATION,S,150000,1129.05
26-09-2019,540716,ICICIGI,RELIANCE NIPPON LIFE INSURANCE COMPANY LIMITED,P,150000,1129.05
26-09-2019,501425,BBTC,NOWROSJEE WADIA AND SONS LTD,P,146650,1227.4
26-09-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,146650,1227.4
27-09-2019,526521,SANGHIIND,BALAJI VOYAGE PRIVATE LIMITED,S,7456816,53
27-09-2019,526521,SANGHIIND,SAMRUDDHI INVESTORS SERVICES PRIVATE LIMITED,P,7456816,53
30-09-2019,542216,DALBHARAT,KRITAGYATA TRUST,P,1951062,816
30-09-2019,542216,DALBHARAT,DBEL EMPLOYEES WELFARE TRUST,S,1951062,816
30-09-2019,532757,VOLTAMP,KUNJAL LALITKUMAR PATEL HUF,S,86190,1174
30-09-2019,532757,VOLTAMP,KUNJAL INVESTMENTS PRIVATE LTD,P,86190,1174
30-09-2019,532757,VOLTAMP,KUNJAL INVESTMENTS PRIVATE LTD,P,86060,1174
30-09-2019,532757,VOLTAMP,JWALIN KUNJAL PATEL  .,S,86060,1174
10-10-2019,532612,INDOCO,DSP AIF PHARMA FUND,S,1276434,140
10-10-2019,532612,INDOCO,DSP MUTUAL FUND,P,1276434,140
15-10-2019,536507,FLFL,RSCL TRADING PRIVATE LIMITED,P,14538559,403
15-10-2019,536507,FLFL,RYKA COMMERCIAL VENTURES PRIVATE LIMITED,S,14538559,403
15-10-2019,500356,RAMANEWS,KAILASH  KABRA  .,S,7840000,14.55
15-10-2019,500356,RAMANEWS,INNOVATE DERIVATIVES PRIVATE LIMITED,P,7840000,14.55
18-10-2019,541729,HDFCAMC,VALIANT MAURITIUS PARTNERS LIMITED,P,285000,2690
18-10-2019,541729,HDFCAMC,KKR INDIA DEBT OPPORTUNITIES FUND II,S,285000,2690
18-10-2019,541729,HDFCAMC,KKR INDIA DEBT OPPORTUNITIES FUND II,S,250000,2690
18-10-2019,541729,HDFCAMC,COPTHALL MAURITIUS INVESTMENT LIMITED,P,250000,2690
18-10-2019,541729,HDFCAMC,KKR INDIA DEBT OPPORTUNITIES FUND II,S,50000,2690
18-10-2019,541729,HDFCAMC,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,P,50000,2690
18-10-2019,541729,HDFCAMC,KKR INDIA DEBT OPPORTUNITIES FUND II,S,37500,2690
18-10-2019,541729,HDFCAMC,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,P,33750,2690
18-10-2019,541729,HDFCAMC,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,P,3750,2690
04-11-2019,500093,CGPOWER,L&T FINANCE LIMITED,P,62600000,13.97
04-11-2019,500093,CGPOWER,VISTRA ITCL INDIA LIMITED,S,62600000,13.97
18-11-2019,530019,JUBLPHARMA,SSB CONSULTANTS & MANAGEMENT SERVICES PRIVATE LIMITED,P,580000,493
18-11-2019,530019,JUBLPHARMA,JUBILANT STOCK HOLDING PRIVATE LTD,S,580000,493
18-11-2019,530019,JUBLPHARMA,JUBILANT STOCK HOLDING PRIVATE LTD,S,580000,493
18-11-2019,530019,JUBLPHARMA,HSB CORPORATE CONSULTANTS PRIVATE LIMITED,P,580000,493
19-11-2019,512179,SUNTECK,ASTHA TRUST .,S,2565000,393.25
19-11-2019,512179,SUNTECK,MATRABHAV TRUST,P,2565000,393.25
19-11-2019,512179,SUNTECK,ESKAY INFRASTRUCTURE DEVELOPMENT PRIVATE LIMITED,P,1275000,393.25
19-11-2019,512179,SUNTECK,PARIPURNA TRUST,S,1275000,393.25
20-11-2019,532748,PFOCUS,AUGUSTA INVESTMENTS I PTE LTD,P,29241817,48.5
20-11-2019,532748,PFOCUS,STANDARD CHARTERED PRIVATE EQUITY (MAURITIUS) LIMITED,S,29241817,48.5
25-11-2019,540596,ERIS,BHIKHALAL CHIMANLAL SHAH,S,1600000,411.5
25-11-2019,540596,ERIS,EMERALD INVESTMENTS LIMITED,P,1600000,411.5
25-11-2019,540596,ERIS,HETAL RASIKLAL SHAH,S,700002,411.5
25-11-2019,540596,ERIS,EMERALD INVESTMENTS LIMITED,P,700002,411.5
25-11-2019,540596,ERIS,EMERALD INVESTMENTS LIMITED,P,596773,411.5
25-11-2019,540596,ERIS,AMAR H PATEL HUF,S,596773,411.5
25-11-2019,540596,ERIS,MRUDULABEN HARSHADBHAI PATEL,S,390000,411.5
25-11-2019,540596,ERIS,EMERALD INVESTMENTS LIMITED,P,390000,411.5
25-11-2019,540596,ERIS,EMERALD INVESTMENTS LIMITED,P,292784,411.5
25-11-2019,540596,ERIS,AMAR HARSHADBHAI PATEL,S,292784,411.5
25-11-2019,540596,ERIS,AMAR H PATEL HUF,S,244000,411.5
25-11-2019,540596,ERIS,LINK INVESTMENT TRUST,P,244000,411.5
28-11-2019,532644,JKCEMENT,YADU INTERNATIONAL LIMITED,P,635000,1151
28-11-2019,532644,JKCEMENT,SUSHILA DEVI SINGHANIA,S,635000,1151
28-11-2019,540798,FSC,INDIA OPPORTUNITIES GROWTH FUND LTD - PINEWOOD STRATEGY,S,500000,500
28-11-2019,540798,FSC,GAURAV COMMODEAL PRIVATE LIMITED,P,500000,500
03-12-2019,539876,CROMPTON,SBI MUTUAL FUND,P,30096000,249.2
03-12-2019,539876,CROMPTON,AMALFIACO LIMITED,S,30096000,249.2
03-12-2019,539876,CROMPTON,MACRITCHIE INVESTMENTS PTE LTD,S,9020000,249.2
03-12-2019,539876,CROMPTON,AMUNDI FUNDS SBI FM EQUITY INDIA,P,9020000,249.2
03-12-2019,539725,GOKULAGRO,JASHODABEN COMMODITIES LLP  .,P,6575000,15.25
03-12-2019,539725,GOKULAGRO,PROFITLINE SECURITIES PRIVATE LIMITED  PROFITLINE,S,6575000,15.25
03-12-2019,532980,GOKUL,PROFITLINE SECURITIES PRIVATE LIMITED  PROFITLINE,P,6575000,15.25
03-12-2019,532980,GOKUL,JASHODABEN COMMODITIES LLP  .,S,6575000,15.25
03-12-2019,539876,CROMPTON,SOCIETE GENERALE,P,3400000,249.2
03-12-2019,539876,CROMPTON,MACRITCHIE INVESTMENTS PTE LTD,S,3400000,249.2
03-12-2019,539876,CROMPTON,MACRITCHIE INVESTMENTS PTE LTD,S,3194827,249.2
03-12-2019,539876,CROMPTON,FIDELITY FUNDS - INDIA FOCUS FUND,P,2880303,249.2
03-12-2019,539876,CROMPTON,MACRITCHIE INVESTMENTS PTE LTD,S,1450000,249.2
03-12-2019,539876,CROMPTON,INTEGRATED CORE STRATEGIES ASIA PTE LTD,P,1450000,249.2
03-12-2019,539876,CROMPTON,AMALFIACO LIMITED,S,1200000,249.2
03-12-2019,539876,CROMPTON,NORGES BANK ON ACCOUNT OF GOVERNMENT PETROLEUM FUND,P,1200000,249.2
03-12-2019,539876,CROMPTON,HDFC STANDARD LIFE INSURANCE CO LTD,P,1000000,249.2
03-12-2019,539876,CROMPTON,AMALFIACO LIMITED,S,1000000,249.2
03-12-2019,539876,CROMPTON,MACRITCHIE INVESTMENTS PTE LTD,S,800000,249.2
03-12-2019,539876,CROMPTON,MORGAN STANLEY ASIA SINGAPORE PTE,P,800000,249.2
03-12-2019,539876,CROMPTON,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,P,600000,249.2
03-12-2019,539876,CROMPTON,MACRITCHIE INVESTMENTS PTE LTD,S,600000,249.2
03-12-2019,539876,CROMPTON,AURIGIN MASTER FUND LIMITED,P,401500,249.2
03-12-2019,539876,CROMPTON,MACRITCHIE INVESTMENTS PTE LTD,S,401500,249.2
03-12-2019,539876,CROMPTON,FIDELITY INDIA FUND,P,240058,249.2
03-12-2019,539876,CROMPTON,FIDELITY KOREA-INDIA EQUITY INVESTMENT TRUST-MOTHER,P,74466,249.2
03-12-2019,500820,ASIANPAINT,SMITI HOLDING AND TRADING COMPANY PRIVATE LIMITED,P,57500,1739.15
03-12-2019,500820,ASIANPAINT,SATTVA HOLDING AND TRADING PRIVATE LIMITED,P,57500,1739.15
03-12-2019,500820,ASIANPAINT,ASHWIN SURYAKANT DANI,S,57500,1739.15
03-12-2019,500820,ASIANPAINT,ASHWIN SURYAKANT DANI,S,57500,1739.15
16-12-2019,505726,IFBIND,JWALAMUKHI INVESTMENT HOLDINGS,P,1770451,600
16-12-2019,505726,IFBIND,KOTAK MAHINDRA INTERNATIONAL LIMITED,S,1770451,600
17-12-2019,540064,FRETAIL,FUTURE COUPONS PRIVATE LIMITED,P,11000000,332.8
17-12-2019,540064,FRETAIL,FUTURE CORPORATE RESOURCES PRIVATE LIMITED,S,11000000,332.8
17-12-2019,501425,BBTC,NOWROSJEE WADIA AND SONS LTD,P,283000,1025
17-12-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,283000,1025
17-12-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,107300,1025
17-12-2019,501425,BBTC,EDULJI FRAMRIZE DINSHAW,P,107300,1025
18-12-2019,540064,FRETAIL,FUTURE COUPONS PRIVATE LIMITED,P,2666287,341
18-12-2019,540064,FRETAIL,FUTURE CORPORATE RESOURCES PRIVATE LIMITED,S,2666287,341
18-12-2019,500820,ASIANPAINT,SATTVA HOLDING AND TRADING PRIVATE LIMITED,P,1145000,1750
18-12-2019,500820,ASIANPAINT,GEETANJALI TRADING AND INVESTMENTS PRIVATE LIMITED,S,1145000,1750
23-12-2019,532757,VOLTAMP,KUNJAL INVESTMENTS PRIVATE LTD,P,86060,1203
23-12-2019,532757,VOLTAMP,AAYUSHI KUNJAL PATEL,S,86060,1203
24-12-2019,532240,INDNIPPON,MAHLE HOLDING INDIA PRIVATE LIMITED,P,3000000,300
24-12-2019,532240,INDNIPPON,MAHLE ELECTRIC DRIVES JAPAN CORPORATION,S,3000000,300
26-12-2019,501425,BBTC,NOWROSJEE WADIA AND SONS LTD,P,542000,1010.15
26-12-2019,501425,BBTC,THE BOMBAY DYEING AND    MANUFACTURING COMPANY LTD,S,542000,1010.15
02-01-2020,539799,BHARATWIRE,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,P,8144042,32
02-01-2020,539799,BHARATWIRE,ALTURA CAPITAL ADVISIORS LLP,S,8144042,32
02-01-2020,507912,LKPFIN,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,P,3089410,90
02-01-2020,507912,LKPFIN,ALTURA CAPITAL ADVISIORS LLP,S,3089410,90
02-01-2020,537259,SUYOG,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,P,1299681,425
02-01-2020,537259,SUYOG,ALTURA CAPITAL ADVISIORS LLP,S,1299681,425
06-01-2020,532144,WELCORP,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,P,5451418,147
06-01-2020,532144,WELCORP,MENTOR CAPITAL LIMITED,S,5451418,147
06-01-2020,532553,WELENT,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,P,4300000,79
06-01-2020,532553,WELENT,MENTOR CAPITAL LIMITED,S,4300000,79
06-01-2020,519183,ADFFOODS,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,P,3112504,306
06-01-2020,519183,ADFFOODS,MENTOR CAPITAL LIMITED,S,3112504,306
06-01-2020,537291,NATHBIOGEN,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,P,1814819,356
06-01-2020,537291,NATHBIOGEN,MENTOR CAPITAL LIMITED,S,1814819,356
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,11742034,249.5
15-01-2020,519588,DFM,THE DELHI FLOUR MILLS CO LTD,S,11742034,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,4975830,249.5
15-01-2020,519588,DFM,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,S,4975830,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,4566346,249.5
15-01-2020,519588,DFM,THE DELHI FLOUR MILLS CO LTD,S,4566346,249.5
15-01-2020,519588,DFM,MAN MOHAN SINGH,S,1500000,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,1500000,249.5
15-01-2020,519588,DFM,SUREKHA  JAIN,S,1168294,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,1168294,249.5
15-01-2020,519588,DFM,ANURADHA  SHARMA,S,1000000,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,1000000,249.5
15-01-2020,519588,DFM,SUREKHA  JAIN,S,716051,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,716051,249.5
15-01-2020,519588,DFM,MAN MOHAN SINGH,S,600000,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,600000,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,443885,249.5
15-01-2020,519588,DFM,MOHIT  JAIN,S,443885,249.5
15-01-2020,519588,DFM,MOHIT  JAIN,S,409740,249.5
15-01-2020,519588,DFM,AI GLOBAL INVESTMENTS CYPRUS PCC LIMITED,P,409740,249.5
16-01-2020,500307,NIRLON,VENUS MASTER FUND,P,544546,285
16-01-2020,500307,NIRLON,ITF MAURITIUS,S,544546,285
29-01-2020,532767,GAYAPROJ,MENTOR CAPITAL LIMITED,S,1696096,59.8
29-01-2020,532767,GAYAPROJ,SILVERTOSS SHOPPERS PRIVATE LIMITED,P,1696096,59.8
30-01-2020,532767,GAYAPROJ,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,S,2000000,60
30-01-2020,532767,GAYAPROJ,SILVERTOSS SHOPPERS PRIVATE LIMITED,P,2000000,60
31-01-2020,532508,JSL,ALBULA INVESTMENT FUND LTD,P,3882980,41
31-01-2020,532508,JSL,INDIA MAX INVESTMENT FUND LIMITED,S,3882980,41
