"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"23-MAR-2020","BASF","BASF Ltd.","BASF SE","BUY","18,96,061","1,125.35",
"26-MAR-2020","JSLHISAR","Jindal Stainless (H) Ltd","ALBULA INVESTMENT FUND LTD","BUY","38,82,980","35.00",
"26-MAR-2020","JSLHISAR","Jindal Stainless (H) Ltd","INDIA MAX INVESTMENT FUND LTD","SELL","38,82,980","35.00",
"30-MAR-2020","HDFCBANK","HDFC Bank Ltd.","MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI","SELL","31,07,852","901.00",
"30-MAR-2020","HDFCBANK","HDFC Bank Ltd.","THELEME MASTER FUND LIMITED","BUY","31,07,852","901.00",
"31-MAR-2020","DELTACORP","Delta Corp Limited","DERIVE INVESTMENTS","SELL","15,50,000","65.25",
"31-MAR-2020","DELTACORP","Delta Corp Limited","RADHAKISHAN SHIVKISHAN DAMANI","BUY","15,50,000","65.25",
"31-MAR-2020","DLF","DLF Limited","DERIVE INVESTMENTS","SELL","17,00,000","135.00",
"31-MAR-2020","DLF","DLF Limited","RADHAKISHAN SHIVKISHAN DAMANI","BUY","17,00,000","135.00",
"31-MAR-2020","HINDPETRO","Hindustan Petroleum Corp","DERIVE INVESTMENTS","SELL","8,00,000","190.00",
"31-MAR-2020","HINDPETRO","Hindustan Petroleum Corp","RADHAKISHAN SHIVKISHAN DAMANI","BUY","8,00,000","190.00",
"31-MAR-2020","IDEA","Vodafone Idea Limited","DERIVE INVESTMENTS","SELL","3,70,00,000","3.15",
"31-MAR-2020","IDEA","Vodafone Idea Limited","RADHAKISHAN SHIVKISHAN DAMANI","BUY","3,70,00,000","3.15",
"31-MAR-2020","SUNPHARMA","Sun Pharma Industries Ltd","DERIVE INVESTMENTS","SELL","10,00,000","350.00",
"31-MAR-2020","SUNPHARMA","Sun Pharma Industries Ltd","RADHAKISHAN SHIVKISHAN DAMANI","BUY","10,00,000","350.00",
"18-MAY-2020","AUBANK","AU Small Finance Bank Ltd","AGARWAL CHIRINJEE LAL","SELL","25,00,000","414.60",
"18-MAY-2020","AUBANK","AU Small Finance Bank Ltd","GOVERNMENT OF SINGAPORE","BUY","19,69,686","414.60",
"18-MAY-2020","AUBANK","AU Small Finance Bank Ltd","MONETARY AUTHORITY OF SINGAPORE","BUY","5,30,314","414.60",
"16-JUN-2020","3MINDIA","3M India Limited","AURIGIN MASTER FUND LIMITED","BUY","6,049","17,100.00",
"16-JUN-2020","3MINDIA","3M India Limited","HDFC STANDARD LIFE INSURANCE COMPANY LTD.","BUY","20,000","17,100.00",
"16-JUN-2020","3MINDIA","3M India Limited","KOTAK FUNDS-INDIA MIDCAP FUND","BUY","48,000","17,100.00",
"16-JUN-2020","3MINDIA","3M India Limited","L&T MUTUAL FUND A/C L&T MIDCAP FUND","BUY","20,000","17,100.00",
"16-JUN-2020","3MINDIA","3M India Limited","MAX NEW YORK LIFE INSURANCE  CO LTD A/C MNYL GROWTH SUPER FD","BUY","28,000","17,100.00",
"16-JUN-2020","3MINDIA","3M India Limited","RUANE CUNNIFF ## GOLDFARB INC A/C ACACIA CONSERVATION FUND","SELL","1,78,049","17,100.00",
"16-JUN-2020","3MINDIA","3M India Limited","UTI MUTUAL FUND","BUY","56,000","17,100.00",
"16-JUN-2020","SEQUENT","Sequent Scientific Ltd.","AGNUS CAPITAL LLP","SELL","22,37,500","86.00",
"16-JUN-2020","SEQUENT","Sequent Scientific Ltd.","AGNUS HOLDINGS PRIVATE LIMITED","BUY","22,37,500","86.00",
"17-JUN-2020","SEQUENT","Sequent Scientific Ltd.","AGNUS CAPITAL LLP","SELL","22,37,500","86.00",
"17-JUN-2020","SEQUENT","Sequent Scientific Ltd.","AGNUS HOLDINGS PRIVATE LIMITED","BUY","22,37,500","86.00",
"17-JUN-2020","TAKE","Take Solutions Limited","ASIA GLOBAL TRADING (CHENNAI) PRIVATE LTD","SELL","60,96,514","51.90",
"17-JUN-2020","TAKE","Take Solutions Limited","ESYSPRO INFOTECH LIMITED","SELL","60,96,515","51.90",
"17-JUN-2020","TAKE","Take Solutions Limited","SHRIRAM GROUP EXECUTIVES WELFARE TRUST","BUY","60,96,515","51.90",
"17-JUN-2020","TAKE","Take Solutions Limited","SVL LIMITED","BUY","60,96,514","51.90",
"22-JUN-2020","ICICIPRULI","ICICI Pru Life Ins Co Ltd","ICICI BANK LTD. (INVESTMENT)","SELL","2,15,00,000","391.60",
"22-JUN-2020","ICICIPRULI","ICICI Pru Life Ins Co Ltd","MONETORY AUTHORITY OF SINGAPORE - H","BUY","2,15,00,000","391.60",
"02-JUL-2020","SEQUENT","Sequent Scientific Ltd.","AGNUS HOLDINGS PRIVATE LIMITED","BUY","27,00,000","94.20",
"02-JUL-2020","SEQUENT","Sequent Scientific Ltd.","CHAYADEEP PROPERTIES PRIVATE LTD","SELL","27,00,000","94.20",
"14-JUL-2020","EVEREADY","Eveready Industries India","IL AND FS FINANCIAL SERVICES LTD","SELL","51,48,506","81.80",
"14-JUL-2020","EVEREADY","Eveready Industries India","M B FINMART PRIVATE LIMITED","BUY","12,22,494","81.80",
"14-JUL-2020","EVEREADY","Eveready Industries India","PURAN ASSOCIATES PVT LTD","BUY","19,63,006","81.80",
"14-JUL-2020","EVEREADY","Eveready Industries India","VIC ENTERPRISES PRIVATE LIMITED","BUY","19,63,006","81.80",
"22-JUL-2020","TRIDENT","Trident Limited","ASIAN TRADING CORPORATION LIMITED","SELL","2,40,00,000","6.25",
"22-JUL-2020","TRIDENT","Trident Limited","MADHURAJ FOUNDATION","SELL","2,40,00,000","6.25",
"22-JUL-2020","TRIDENT","Trident Limited","TRIDENT GROUP LIMITED","BUY","4,80,00,000","6.25",
"27-JUL-2020","SEQUENT","Sequent Scientific Ltd.","AGNUS HOLDINGS PRIVATE LIMITED","BUY","10,00,000","114.15",
"27-JUL-2020","SEQUENT","Sequent Scientific Ltd.","CHAYADEEP VENTURES LLP","SELL","10,00,000","114.15",
"10-AUG-2020","AARTISURF","Aarti Surfactants Limited","JAYA CHANDRAKANT GOGRI","BUY","7,25,000","284.00",
"10-AUG-2020","AARTISURF","Aarti Surfactants Limited","MIRIK RAJENDRA GOGRI","SELL","3,62,500","284.00",
"10-AUG-2020","AARTISURF","Aarti Surfactants Limited","RENIL GOGRI","SELL","3,62,500","284.00",
"13-AUG-2020","NBIFIN","N.B.I. Ind. Fin. Co. Ltd","CENTUARY FIBRE PLATES PRIVATE LIMITED","BUY","75,000","1,605.00",
"13-AUG-2020","NBIFIN","N.B.I. Ind. Fin. Co. Ltd","I K AGENCIES PVT LTD","BUY","1,20,000","1,605.00",
"13-AUG-2020","NBIFIN","N.B.I. Ind. Fin. Co. Ltd","PAVANKUMAR SANWARIA REALTY LIMITED","SELL","1,95,000","1,605.00",
"19-AUG-2020","BERGEPAINT","Berger Paints (I) Ltd","DURO INDIA OPPORTUNITIES FUND PTE. LTD.","BUY","3,22,336","562.75",
"19-AUG-2020","BERGEPAINT","Berger Paints (I) Ltd","DURO ONE INVESTMENTS LIMITED","SELL","3,22,336","562.75",
"19-AUG-2020","MANAPPURAM","Manappuram Finance Ltd","DURO INDIA OPPORTUNITIES FUND PTE LTD","BUY","33,52,292","155.95",
"19-AUG-2020","MANAPPURAM","Manappuram Finance Ltd","DURO ONE INVESTMENTS LIMITED","SELL","33,52,292","155.95",
"19-AUG-2020","SEQUENT","Sequent Scientific Ltd.","AGNUS CAPITAL LLP","BUY","1,00,00,000","128.60",
"19-AUG-2020","SEQUENT","Sequent Scientific Ltd.","CHAYADEEP VENTURES LLP","BUY","1,00,00,000","128.60",
"19-AUG-2020","SEQUENT","Sequent Scientific Ltd.","K R RAVISHANKAR","SELL","2,00,00,000","128.60",
"19-AUG-2020","UJJIVAN","Ujjivan Fin. Servc. Ltd.","DURO INDIAOPPORTUNITIES FUND PTE LTD","BUY","7,73,606","242.70",
"19-AUG-2020","UJJIVAN","Ujjivan Fin. Servc. Ltd.","DURO ONE INVESTMENTS LIMITED","SELL","7,73,606","242.70",
"20-AUG-2020","VGUARD","V-Guard Industries Limite","AXIS MUTUAL FUND","SELL","94,96,719","160.25",
"20-AUG-2020","VGUARD","V-Guard Industries Limite","SBI MUTUAL FUND","BUY","94,96,719","160.25",
"27-AUG-2020","APOLLOTYRE","Apollo Tyres Ltd.","APOLLO FINANCE LIMITED","SELL","22,50,000","132.00",
"27-AUG-2020","APOLLOTYRE","Apollo Tyres Ltd.","CLASSIC INDUSTRIES AND EXPORTS LIMITED","BUY","22,50,000","132.00",
"04-SEP-2020","TEXRAIL","Texmaco Rail & Eng. Ltd.","LIMITED ZUARI INVESTMENTS","SELL","39,00,000","28.90",
"04-SEP-2020","TEXRAIL","Texmaco Rail & Eng. Ltd.","TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED","BUY","39,00,000","28.90",
"07-SEP-2020","SHRIRAMCIT","Shriram City Union Financ","ARKAIG ACQUISITION (FPI) LTD","BUY","12,23,810","965.00",
"07-SEP-2020","SHRIRAMCIT","Shriram City Union Financ","CORNALINA ACQUISITION (FII) LIMITED","SELL","12,23,810","965.00",
"08-SEP-2020","JUBILANT","JUBILANT LIFE SCIENCE LTD","HSB CORPORATE CONSULTANTS PRIVATE LIMITED","BUY","2,27,000","780.00",
"08-SEP-2020","JUBILANT","JUBILANT LIFE SCIENCE LTD","JUBILANT ENPRO PRIVATE LIMITED","SELL","7,15,000","780.00",
"08-SEP-2020","JUBILANT","JUBILANT LIFE SCIENCE LTD","JUBILANT STOCK HOLDING PRIVATE LTD","BUY","1,41,000","780.00",
"08-SEP-2020","JUBILANT","JUBILANT LIFE SCIENCE LTD","SSB CONSULTANTS & MANAGEMENT SERVICES PRIVATE LIMITED","BUY","3,47,000","780.00",
"11-SEP-2020","STAR","Strides Pharma ScienceLtd","KARUNA BUSINESS SOLUTIONS LLP","BUY","6,00,000","665.40",
"11-SEP-2020","STAR","Strides Pharma ScienceLtd","SHANKARLAL  DEVENDRA","SELL","6,00,000","665.40",
"14-SEP-2020","BSE","BSE Limited","ACACIA BANYAN PARTNERS (RUANNE CUNNIFF AND GOLD FARB INC)","BUY","2,42,381","549.00",
"14-SEP-2020","BSE","BSE Limited","ACACIA CONSERVATION  FUND LP (RUANNE CUNNIFF)","BUY","5,06,999","549.00",
"14-SEP-2020","BSE","BSE Limited","DEUTSCHE BOERSE AKTIENGESELLSCHAFT","SELL","12,00,000","549.00",
"14-SEP-2020","BSE","BSE Limited","RUANNE CUNNIFF  AND GOLD FARB INC A/C ACACIA  PARTNERSLP","BUY","1,53,726","549.00",
"14-SEP-2020","BSE","BSE Limited","RUANNE CUNNIFF  AND GOLD FARB INC A/C ACACIA II PARTNERS LP","BUY","4,884","549.00",
"14-SEP-2020","BSE","BSE Limited","RUANNE CUNNIFF  AND GOLD FARB INC A/C ACACIA INSTITUTIONAL PARTNERS  LP","BUY","2,92,010","549.00",
"15-SEP-2020","RADICO","Radico Khaitan Limited","CLAREVILLE CAPITAL OPPORTUNITIES MASTER FUND LIMITED","SELL","5,45,450","435.00",
"15-SEP-2020","RADICO","Radico Khaitan Limited","DOVETAIL INDIA FUND","BUY","5,45,450","435.00",
"22-SEP-2020","BAJAJELEC","Bajaj Electricals Limited","BARODA INDUSTRIES PRIVATE LIMITED","BUY","3,24,000","462.90",
"22-SEP-2020","BAJAJELEC","Bajaj Electricals Limited","KIRAN SHEKHARKUMAR BAJAJ","SELL","3,24,000","462.90",
"23-SEP-2020","BANARISUG","Bannari Amman Sugars","ANNAMALLAI ENTERPRISE PRIVATE LIMITED","SELL","2,55,732","1,301.50",
"23-SEP-2020","BANARISUG","Bannari Amman Sugars","BANNARIAMMAN FINANCE PRIVATE LIMITED","SELL","87,193","1,301.55",
"23-SEP-2020","BANARISUG","Bannari Amman Sugars","SHIVA CARGO MOVERS PRIVATE LIMITED","SELL","1,06,500","1,301.55",
"23-SEP-2020","BANARISUG","Bannari Amman Sugars","SVB HOLDINGS PRIVATE LIMITED","BUY","4,49,425","1,301.52",
"28-SEP-2020","TAKE","Take Solutions Limited","ENVESTOR VENTURES LIMITED","SELL","52,47,194","45.00",
"28-SEP-2020","TAKE","Take Solutions Limited","INTELENT DATA SCIENCES PRIVATE LIMITED","BUY","25,00,000","45.00",
"28-SEP-2020","TAKE","Take Solutions Limited","R K P INVESTMENTS & CONSULTANCY PRIVATE LIMITED","BUY","27,47,194","45.00",
"20-OCT-2020","AGCNET","AGC Networks Limited","CITOC INVESTMENT SERVICES LLP","BUY","2,90,964","470.00",
"20-OCT-2020","AGCNET","AGC Networks Limited","CITOC VENTURES PRIVATE LIMITED","SELL","2,90,964","470.00",
"21-OCT-2020","BPCL","Bharat Petroleum Ltd","BPCL ESPS TRUST","BUY","4,33,79,025","343.35",
"21-OCT-2020","BPCL","Bharat Petroleum Ltd","BPCL TRUST FOR INVESTMENT IN SHARES","SELL","4,33,79,025","343.35",
"04-NOV-2020","MATRIMONY","Matrimony.Com Limited","CMDB II","SELL","5,00,000","628.00",
"04-NOV-2020","MATRIMONY","Matrimony.Com Limited","SBI MUTUAL FUND","BUY","5,00,000","628.00",
"04-NOV-2020","STAR","Strides Pharma ScienceLtd","CHAYADEEP PROPERTIES PVT. LTD.","SELL","4,11,060","653.55",
"04-NOV-2020","STAR","Strides Pharma ScienceLtd","PRONOMZ VENTURES LLP","BUY","4,11,060","653.55",
"12-NOV-2020","HATSUN","Hatsun Agro Product Ltd.","ARAVANDY JEGAMOHAN","SELL","1,40,000","825.00",
"12-NOV-2020","HATSUN","Hatsun Agro Product Ltd.","CHANDRAMOGAN SATHYAN","BUY","1,72,200","825.00",
"12-NOV-2020","HATSUN","Hatsun Agro Product Ltd.","MALABAR SELECT FUND","BUY","1,40,000","825.00",
"12-NOV-2020","HATSUN","Hatsun Agro Product Ltd.","VASANTHAMALLIKA D","SELL","1,72,200","825.00",
"13-NOV-2020","HATSUN","Hatsun Agro Product Ltd.","CHANDRAMOGAN SATHYAN","BUY","4,52,800","825.00",
"13-NOV-2020","HATSUN","Hatsun Agro Product Ltd.","SANKARANARAYANAN DHANUSHKODI","SELL","2,42,800","825.00",
"13-NOV-2020","HATSUN","Hatsun Agro Product Ltd.","SATYANARAYANAN DHANUSHKODI","SELL","2,10,000","825.00",
"18-NOV-2020","TRIDENT","Trident Limited","RAINBOW INTEGRATED TEXPARK LLP","SELL","10,00,00,000","7.50",
"18-NOV-2020","TRIDENT","Trident Limited","TRIDENT LIMITED EMPLOYEES WELFARE TRUST","BUY","10,00,00,000","7.50",
"20-NOV-2020","TRIDENT","Trident Limited","RAINBOW INTEGRATED TEXPARK LLP","SELL","6,00,00,000","7.90",
"20-NOV-2020","TRIDENT","Trident Limited","TRIDENT GROUP LIMITED","BUY","6,00,00,000","7.90",
"25-NOV-2020","SMSPHARMA","SMS Pharmaceuticals Limit","TALLURI VEERAVENKATA SATYANARAYANA MURTHY","SELL","27,95,000","82.40",
"25-NOV-2020","SMSPHARMA","SMS Pharmaceuticals Limit","VAMSI KRISHNA POTLURI","BUY","27,95,000","82.40",
"03-DEC-2020","ADFFOODS","ADF Foods Limited","AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED","SELL","4,00,000","501.20",
"03-DEC-2020","ADFFOODS","ADF Foods Limited","INFINITY HOLDINGS","BUY","4,00,000","501.20",
"04-DEC-2020","ADFFOODS","ADF Foods Limited","AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED","SELL","2,00,000","501.20",
"04-DEC-2020","ADFFOODS","ADF Foods Limited","DANGI ALPANA SANJAY","SELL","2,00,000","501.20",
"04-DEC-2020","ADFFOODS","ADF Foods Limited","INFINITY HOLDINGS","BUY","4,00,000","501.20",
"07-DEC-2020","SMSPHARMA","SMS Pharmaceuticals Limit","VAMSI KRISHNA POTLURI","BUY","42,24,680","94.70",
"07-DEC-2020","SMSPHARMA","SMS Pharmaceuticals Limit","VEERAVENKATA SATYANARAYANA MURTHY TALLURI","SELL","42,24,680","94.70",
"08-DEC-2020","SMSLIFE","SMS Lifesciences (I) Ltd","ANNAPURNA  TALLURI","BUY","4,28,787","700.00",
"08-DEC-2020","SMSLIFE","SMS Lifesciences (I) Ltd","HIMA BINDU POTLURI","SELL","2,08,572","700.00",
"08-DEC-2020","SMSLIFE","SMS Lifesciences (I) Ltd","RAMESH BABU POTLURI","SELL","2,20,215","700.00",
"08-DEC-2020","SMSPHARMA","SMS Pharmaceuticals Limit","ANNAPURNA  TALLURI","SELL","28,58,580","94.70",
"08-DEC-2020","SMSPHARMA","SMS Pharmaceuticals Limit","HIMA BINDU POTLURI","BUY","13,90,480","94.70",
"08-DEC-2020","SMSPHARMA","SMS Pharmaceuticals Limit","RAMESH BABU POTLURI","BUY","14,68,100","94.70",
"09-DEC-2020","PRESSMN","Nucent Finance Limited","PRESSMAN REALTY LIMITED","BUY","52,97,714","21.95",
"09-DEC-2020","PRESSMN","Nucent Finance Limited","SUCHANTI NIREN CHAND","SELL","52,97,714","21.95",
"14-DEC-2020","PRESSMN","Nucent Finance Limited","SUCHANTI NAVIN CHAND","SELL","44,45,800","23.30",
"14-DEC-2020","PRESSMN","Nucent Finance Limited","SUCHANTI NIREN CHAND","BUY","44,45,800","23.30",
"15-DEC-2020","MUKANDLTD","Mukand Limited","BAJAJ SEVASHRAM PRIVATE LIMITED","BUY","47,85,369","60.50",
"15-DEC-2020","MUKANDLTD","Mukand Limited","JEEWAN LIMITED","SELL","47,85,369","60.50",
"16-DEC-2020","CSBBANK","CSB Bank Limited","AKENA","SELL","14,96,357","214.50",
"16-DEC-2020","CSBBANK","CSB Bank Limited","NOMURA SINGAPORE LIMITED","BUY","14,96,357","214.50",
"16-DEC-2020","SPIC","Southern Petro Ind Corp","FINQUEST SECURITIES PVT. LTD.","BUY","44,00,000","23.00",
"16-DEC-2020","SPIC","Southern Petro Ind Corp","RUCHIT B. PATEL","SELL","44,00,000","23.00",
"17-DEC-2020","SPIC","Southern Petro Ind Corp","FINQUEST SECURITIES PVT. LTD.","BUY","44,47,079","22.95",
"17-DEC-2020","SPIC","Southern Petro Ind Corp","RUCHIT B. PATEL","SELL","44,47,079","22.95",
"18-DEC-2020","APLAPOLLO","Apl Apollo Tubes Ltd","APL INFRASTRUCTURE PVT. LTD.","SELL","11,25,000","770.00",
"18-DEC-2020","APLAPOLLO","Apl Apollo Tubes Ltd","ROHAN GUPTA","BUY","11,25,000","770.00",
"21-DEC-2020","BSOFT","BIRLASOFT LIMITED","ACACIA II PARTNERS L. P.","SELL","67,11,857","205.15",
"21-DEC-2020","BSOFT","BIRLASOFT LIMITED","ADITYA BIRLA SUN LIFE MUTUAL FUND","BUY","20,00,000","205.15",
"21-DEC-2020","BSOFT","BIRLASOFT LIMITED","AVENDUS ABSOLUTE RETURN FUND","BUY","7,11,857","205.15",
"21-DEC-2020","BSOFT","BIRLASOFT LIMITED","ICICI PRUDENTIAL MUTUAL FUND ","BUY","20,00,000","205.15",
"21-DEC-2020","BSOFT","BIRLASOFT LIMITED","INVESCO MUTUAL FUND","BUY","20,00,000","205.15",
"21-DEC-2020","SPIC","Southern Petro Ind Corp","FINQUEST SECURITIES PVT. LTD.","BUY","47,80,193","22.85",
"21-DEC-2020","SPIC","Southern Petro Ind Corp","SOLUTIONS FINQUEST FINANCIAL","SELL","47,80,193","22.85",
"30-DEC-2020","SPIC","Southern Petro Ind Corp","FINQUEST SECURITIES PVT. LTD.","BUY","42,02,967","24.00",
"30-DEC-2020","SPIC","Southern Petro Ind Corp","MINAL PATEL","SELL","42,02,967","24.00",
