"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"28-FEB-2011","VAIBHAVGEM","Vaibhav Gems Limited","SALIL CHATURVEDI","BUY","14,45,051","20.65",
"03-MAR-2011","CENTURYPLY","Century Plyboards (India)","SAJAN KUMAR BANSAL","SELL","7,50,000","60.00",
"03-MAR-2011","CENTURYPLY","Century Plyboards (India)","SAJJAN BHAJANKA","BUY","7,50,000","60.00",
"04-MAR-2011","MBECL","Mcnally Bharat Engineerin","GUNNY CHEM  TEX  INDIA LIMITED","BUY","2,15,000","245.00",
"04-MAR-2011","MBECL","Mcnally Bharat Engineerin","THE ROYAL BANK OF SCOTLAND PLC AS TRUSTEE OF JUPITER INDIA ","SELL","2,15,000","245.00",
"09-MAR-2011","CENTURYPLY","Century Plyboards (India)","SAJAN KUMAR BANSAL","SELL","6,06,111","60.00",
"09-MAR-2011","CENTURYPLY","Century Plyboards (India)","SANJAY AGARWAL","BUY","6,06,111","60.00",
"09-MAR-2011","MANALIPETC","Manali Petrochemical Ltd","SIDD LIFE SCIENCES PRIVATE LIMITED","BUY","5,44,00,000","11.95",
"09-MAR-2011","MANALIPETC","Manali Petrochemical Ltd","SOUTHERN PETROCHEMICAL INDUSTRIES CORPORATION LTD","SELL","5,44,00,000","11.95",
"14-MAR-2011","ROLTA","Rolta India Ltd.","ADITHYA INVESTMENT&FINANCE","SELL","5,00,000","138.60",
"14-MAR-2011","ROLTA","Rolta India Ltd.","ROLTA SHARES & STOCKS PVT. LTD.","BUY","5,00,000","138.60",
"15-MAR-2011","NETWORK18","Network18 Media & Inv Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","BUY","3,40,000","160.00",
"15-MAR-2011","NETWORK18","Network18 Media & Inv Ltd","UFI INSURANCE BROKERS PRIVATE LIMITED","SELL","3,40,000","160.00",
"17-MAR-2011","ROLTA","Rolta India Ltd.","ADITHYA INVESTMENT&FINANCE","SELL","5,00,000","137.30",
"17-MAR-2011","ROLTA","Rolta India Ltd.","ROLTA SHARES & STOCKS PVT. LTD.","BUY","5,00,000","137.30",
"18-MAR-2011","NANDAN","Nandan Exim Limited","CHIRIPAL INDUSTRIES LIMITED","BUY","41,00,000","2.05",
"18-MAR-2011","NANDAN","Nandan Exim Limited","SPAROW EXPORTS PVT LTD","SELL","41,00,000","2.05",
"21-MAR-2011","GMRINFRA","GMR Infrastructure Limite","GMR VARALAKSHMI FOUNDATION","SELL","1,00,00,000","37.00",
"21-MAR-2011","GMRINFRA","GMR Infrastructure Limite","RAJAM ENTERPRISES PRIVATE LIMITED","BUY","1,00,00,000","37.00",
"22-MAR-2011","PGHH","P&G Hygiene & Healthcare","DERIVE TRADING PVT LTD","BUY","75,000","1,750.00",
"22-MAR-2011","PGHH","P&G Hygiene & Healthcare","RADHAKISHAN SHIVKISHAN DAMANI","SELL","75,000","1,750.00",
"23-MAR-2011","ASSAMCO","Assam Company India Ltd","CRESTA FUND LTD","SELL","46,86,952","16.85",
"23-MAR-2011","ASSAMCO","Assam Company India Ltd","SIRIYARI TRADECOM PRIVATE LIMITED","BUY","46,86,952","16.85",
"25-MAR-2011","AEGISCHEM","Aegis Logistics Ltd","CREDIT SUISSE (SINGAPORE) LIMITED A/C CREDIT SUISSE (SINGAP","BUY","10,35,000","286.50",
"25-MAR-2011","AEGISCHEM","Aegis Logistics Ltd","GURUKRUPA CAPITAL INVESTMENTS","SELL","1,80,000","286.50",
"25-MAR-2011","AEGISCHEM","Aegis Logistics Ltd","INDIA MAX INVESTMENT FUND LIMITED ","SELL","8,55,000","286.50",
"25-MAR-2011","GABRIEL","Gabriel India Ltd","ASIA INVESTMENT PRIVATE LIMITED","BUY","11,73,000","43.25",
"25-MAR-2011","GABRIEL","Gabriel India Ltd","DEEP CHAND ANAND","SELL","11,73,000","43.25",
"28-MAR-2011","GMRINFRA","GMR Infrastructure Limite","GMR ENTERPRISES PRIVATE LIMITED","BUY","48,30,000","37.40",
"28-MAR-2011","GMRINFRA","GMR Infrastructure Limite","RAJAM ENTERPRISES PRIVATE LIMITED","SELL","48,30,000","37.40",
"31-MAR-2011","SHIVTEX","Shiva Texyarn Limited Ltd","BANNARI AMMAN SPINNING MILLS LIMITED","SELL","33,17,950","45.35",
"31-MAR-2011","SHIVTEX","Shiva Texyarn Limited Ltd","VEDANAYAGAM HOSPITAL PRIVATE LIMITED","BUY","33,17,950","45.35",
"07-APR-2011","NDTV","New Delhi Television Limi","GOLDMAN SACHS INVESTMENT{MAURITIUS}I LTD. - SHORT TERM","SELL","51,06,518","76.55",
"07-APR-2011","NDTV","New Delhi Television Limi","GS MACE HOLDINGS LTD","SELL","40,30,376","76.55",
"07-APR-2011","NDTV","New Delhi Television Limi","MERRILL LYNCH CAPITAL MARKETS ESPANA S.A. SVB","BUY","51,06,518","76.55",
"07-APR-2011","NDTV","New Delhi Television Limi","NOMURA MAURITIUS LIMITED","BUY","40,30,376","76.55",
"13-APR-2011","MBECL","Mcnally Bharat Engineerin","EKANTA PLASTICS PRIVATE LIMITED","SELL","4,69,000","225.00",
"13-APR-2011","MBECL","Mcnally Bharat Engineerin","JANHIT SEVA TRUST","SELL","2,35,000","225.00",
"13-APR-2011","MBECL","Mcnally Bharat Engineerin","KILBURN ENGINEERING LTD.","BUY","7,04,000","225.00",
"28-APR-2011","DEN","Den Networks Ltd","IL&FS INFRASTRUCTURE EQUITY FUND-1","BUY","23,26,051","100.90",
"28-APR-2011","DEN","Den Networks Ltd","STANDARD CHARTERED IL&FS ASIA INFRASTRUCTURE GROWTH FUND CO","SELL","23,26,051","100.90",
"04-MAY-2011","RELIANCE","Reliance Industries Ltd","PRIYASH COMMERCIALS  PVT LTD","BUY","15,00,000","945.00",
"04-MAY-2011","RELIANCE","Reliance Industries Ltd","RADHA KRISHNA ENTERPRISES","SELL","65,00,523","945.00",
"04-MAY-2011","RELIANCE","Reliance Industries Ltd","RELIANCE PROPERTY MANAGEMENT SERVICES PVT.LTD","BUY","50,00,523","945.00",
"16-MAY-2011","MARG","Marg Limited","FRONTPOINT FINANCIAL SERVICES FUND LP","SELL","5,00,000","97.30",
"16-MAY-2011","MARG","Marg Limited","LEVERAGE CAPITAL PRIVATE LIMITED","BUY","5,00,000","97.30",
"19-MAY-2011","ANSALAPI","Ansal Properties & Ind Lt","IPRO FUND LTD","SELL","26,20,000","42.00",
"19-MAY-2011","ANSALAPI","Ansal Properties & Ind Lt","MAVI INVESTMENT FUND","BUY","26,20,000","42.00",
"26-MAY-2011","SADBHAV","Sadbhav Engineering Limit","GIRISHBHAI  NANDUBHAI PATEL","BUY","7,00,000","130.00",
"26-MAY-2011","SADBHAV","Sadbhav Engineering Limit","VISHNUBHAI MAFATBHAI PATEL","SELL","7,00,000","130.00",
"30-MAY-2011","INDHOTEL","Indian Hotels Co. Ltd.","PIEM HOTELS LIMITED","SELL","27,00,000","78.90",
"30-MAY-2011","INDHOTEL","Indian Hotels Co. Ltd.","TATA SONS LTD","BUY","27,00,000","78.90",
"17-JUN-2011","ANSALAPI","Ansal Properties & Ind Lt","IPRO FUND LTD","SELL","26,00,000","40.90",
"17-JUN-2011","ANSALAPI","Ansal Properties & Ind Lt","LOTUS GLOBAL INVESTMENT LIMITED","BUY","26,00,000","40.90",
"22-JUN-2011","ANSALAPI","Ansal Properties & Ind Lt","IPRO FUND LTD","SELL","18,07,485","39.00",
"22-JUN-2011","ANSALAPI","Ansal Properties & Ind Lt","LOTUS GLOBAL INVESTMENTS LIMITED","BUY","18,07,485","39.00",
"23-JUN-2011","BHEL","Bharat Heavy Elect Ltd.","STICH PEN ALLI BERNSTEIN LP GR POR","SELL","1,48,822","1,919.48",
"23-JUN-2011","BHEL","Bharat Heavy Elect Ltd.","STICH PME MANAGED BY AGF","BUY","90,147","1,918.00",
"23-JUN-2011","BHEL","Bharat Heavy Elect Ltd.","STICH PME MANAGED BY NEUB BERMAN","BUY","58,675","1,921.75",
"24-JUN-2011","ASSAMCO","Assam Company India Ltd","CRESTA FUND LTD","BUY","1,40,00,000","14.90",
"24-JUN-2011","ASSAMCO","Assam Company India Ltd","INVEST INDIA (MAURITIUS) LTD-FDI","SELL","1,40,00,000","14.90",
"27-JUN-2011","MUKANDLTD","Mukand Limited","PACE STOCK BROKING SERVICES PRIVATE LIMITED","BUY","35,00,000","40.70",
"27-JUN-2011","MUKANDLTD","Mukand Limited","VINAMRA UNIVERSAL TRADERS PRIVATE LIMITED","SELL","35,00,000","40.70",
"04-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,81,46,355","124.05",
"04-JUL-2011","JAGRAN","Jagran Prakashan Limited","SHAILENDRA MOHAN GUPTA","SELL","1,81,46,355","124.05",
"05-JUL-2011","JAGRAN","Jagran Prakashan Limited","DHIRENDRA MOHAN GUPTA","SELL","1,81,46,355","121.95",
"05-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,81,46,355","121.95",
"06-JUL-2011","JAGRAN","Jagran Prakashan Limited","DEVENDRA MOHAN GUPTA","SELL","1,81,46,355","120.90",
"06-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,81,46,355","120.90",
"07-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,86,08,362","120.95",
"07-JUL-2011","JAGRAN","Jagran Prakashan Limited","SAMEER GUPTA","SELL","79,10,802","120.95",
"07-JUL-2011","JAGRAN","Jagran Prakashan Limited","SANDEEP GUPTA","SELL","1,06,97,560","120.95",
"08-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,60,46,350","122.00",
"08-JUL-2011","JAGRAN","Jagran Prakashan Limited","RAJNI GUPTA","SELL","53,48,790","122.00",
"08-JUL-2011","JAGRAN","Jagran Prakashan Limited","SANJAY GUPTA","SELL","1,06,97,560","122.00",
"11-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,89,78,105","120.10",
"11-JUL-2011","JAGRAN","Jagran Prakashan Limited","PRAMILA GUPTA","SELL","53,48,790","120.10",
"11-JUL-2011","JAGRAN","Jagran Prakashan Limited","SAROJA GUPTA","SELL","1,00,63,470","120.10",
"11-JUL-2011","JAGRAN","Jagran Prakashan Limited","SUNIL GUPTA","SELL","35,65,845","120.10",
"12-JUL-2011","JAGRAN","Jagran Prakashan Limited","DEVESH GUPTA","SELL","35,65,865","119.50",
"12-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,78,29,310","119.50",
"12-JUL-2011","JAGRAN","Jagran Prakashan Limited","MADHU GUPTA","SELL","35,65,865","119.50",
"12-JUL-2011","JAGRAN","Jagran Prakashan Limited","SHAILESH GUPTA","SELL","53,48,790","119.50",
"12-JUL-2011","JAGRAN","Jagran Prakashan Limited","SIDDHARTHA GUPTA","SELL","53,48,790","119.50",
"13-JUL-2011","JAGRAN","Jagran Prakashan Limited","BHARAT GUPTA","SELL","35,65,865","118.50",
"13-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","1,78,29,305","118.50",
"13-JUL-2011","JAGRAN","Jagran Prakashan Limited","RAHUL GUPTA","SELL","35,65,865","118.50",
"13-JUL-2011","JAGRAN","Jagran Prakashan Limited","RAJ GUPTA","SELL","35,65,865","118.50",
"13-JUL-2011","JAGRAN","Jagran Prakashan Limited","TARUN GUPTA","SELL","35,65,865","118.50",
"13-JUL-2011","JAGRAN","Jagran Prakashan Limited","VIJAYA GUPTA","SELL","35,65,845","118.50",
"14-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","2,07,61,055","117.50",
"14-JUL-2011","JAGRAN","Jagran Prakashan Limited","YOGENDRA MOHAN GUPTA","SELL","2,07,61,055","117.50",
"15-JUL-2011","AXISBANK","Axis Bank Limited","T ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROWE PRICE LUXE","BUY","2,03,990","1,280.00",
"15-JUL-2011","AXISBANK","Axis Bank Limited","T ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROWE PRICE LUXE","SELL","2,03,990","1,280.00",
"15-JUL-2011","AXISBANK","Axis Bank Limited","T. ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KIKANTOUSHI","BUY","1,10,578","1,280.00",
"15-JUL-2011","AXISBANK","Axis Bank Limited","T.ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KIKANTOUSHIK","BUY","93,412","1,280.00",
"15-JUL-2011","CONCOR","Container Corp of India","T. ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROW PRICE LUXE","SELL","90,738","1,150.00",
"15-JUL-2011","CONCOR","Container Corp of India","T. ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROW PRICE LUXE","BUY","90,738","1,150.00",
"15-JUL-2011","CONCOR","Container Corp of India","T. ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KIKANTOUSHI","BUY","38,556","1,150.00",
"15-JUL-2011","CONCOR","Container Corp of India","T. ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KILKANTOUSH","BUY","52,182","1,150.00",
"15-JUL-2011","GMRINFRA","GMR Infrastructure Limite","T ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROWE PRICE LUXE","BUY","31,83,462","31.80",
"15-JUL-2011","GMRINFRA","GMR Infrastructure Limite","T ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROWE PRICE LUXE","SELL","31,83,462","31.80",
"15-JUL-2011","GMRINFRA","GMR Infrastructure Limite","T.ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KIKANTOUSHIK","BUY","14,08,174","31.80",
"15-JUL-2011","GMRINFRA","GMR Infrastructure Limite","T.ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KIKANTOUSHIK","BUY","17,75,288","31.80",
"15-JUL-2011","JAGRAN","Jagran Prakashan Limited","JAGRAN MEDIA NETWORK INVESTMENT PRIVATE LIMITED","BUY","2,35,54,927","115.50",
"15-JUL-2011","JAGRAN","Jagran Prakashan Limited","MAHENDRA MOHAN GUPTA","SELL","2,35,54,927","115.50",
"15-JUL-2011","RELIANCE","Reliance Industries Ltd","T ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROWE PRICE LUXE","SELL","1,62,626","869.70",
"15-JUL-2011","RELIANCE","Reliance Industries Ltd","T ROWE PRICE INTERNATIONAL LTD A/C LTD A/C T.ROWE PRICE LUXE","BUY","1,62,626","869.70",
"15-JUL-2011","RELIANCE","Reliance Industries Ltd","T.ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KIKANTOUSHIK","BUY","76,010","869.70",
"15-JUL-2011","RELIANCE","Reliance Industries Ltd","T.ROWE PRICE INTERNATIONAL LTD A/C T.ROWE PRICE KIKANTOUSHIK","BUY","86,616","869.70",
"18-JUL-2011","ASSAMCO","Assam Company India Ltd","CRESTA FUND LTD.","BUY","1,30,00,000","15.30",
"18-JUL-2011","ASSAMCO","Assam Company India Ltd","INVEST INDIA (MAURITIUS) LTD-FDI","SELL","1,30,00,000","15.30",
"20-JUL-2011","DLF","DLF Limited","DLF INVESTMENTS (P) LIMITED","BUY","9,08,000","241.00",
"20-JUL-2011","DLF","DLF Limited","HARYANA ELECTRICAL UDYOG (P) LTD","BUY","5,06,000","241.00",
"20-JUL-2011","DLF","DLF Limited","KAVITA SINGH","BUY","28,62,000","241.00",
"20-JUL-2011","DLF","DLF Limited","PIA SINGH","SELL","60,89,000","241.00",
"20-JUL-2011","DLF","DLF Limited","REALEST BUILDERS AND SERVICES PRIVATE LIMITED","BUY","8,66,000","241.00",
"20-JUL-2011","DLF","DLF Limited","VISHAL FOODS & INVESTMENTS (P) LIMITED","BUY","9,47,000","241.00",
"01-AUG-2011","NESTLEIND","Nestle India Limited","DAMANI RADHAKISHAN","SELL","11,500","4,349.00",
"01-AUG-2011","NESTLEIND","Nestle India Limited","LIMITED BRIGHT STAR INVESTMENTS PRIVATE","BUY","11,500","4,349.00",
"03-AUG-2011","SUNDARMFIN","Sundaram Finance Ltd.","DAMANI RADHAKISHAN","SELL","1,00,000","540.00",
"03-AUG-2011","SUNDARMFIN","Sundaram Finance Ltd.","LIMITED BRIGHT STAR INVESTMENTS PRIVATE","BUY","1,00,000","540.00",
"03-AUG-2011","VIDEOIND","Videocon Industries Limit","CRESTA FUND LTD","BUY","3,00,000","187.00",
"03-AUG-2011","VIDEOIND","Videocon Industries Limit","PRIMESEC INVESTMENTS LIMITED","SELL","3,00,000","187.00",
"04-AUG-2011","VIDEOIND","Videocon Industries Limit","CRESTA FUND LTD","BUY","6,25,000","188.00",
"04-AUG-2011","VIDEOIND","Videocon Industries Limit","MADHUKAR SHETH","SELL","6,25,000","188.00",
"05-AUG-2011","SUNDARMFIN","Sundaram Finance Ltd.","DAMANI GOPIKISHAN S","SELL","1,00,000","525.00",
"05-AUG-2011","SUNDARMFIN","Sundaram Finance Ltd.","LIMITED BRIGHT STAR INVESTMENTS PRIVATE","BUY","1,00,000","525.00",
"09-AUG-2011","MANALIPETC","Manali Petrochemical Ltd","SIDD LIFE SCIENCES PRIVATE LIMITED","BUY","1,14,46,053","11.75",
"09-AUG-2011","MANALIPETC","Manali Petrochemical Ltd","SOUTHERN PETROCHEMICAL INDUSTRIES CORPORATION LTD","SELL","1,14,46,053","11.75",
"10-AUG-2011","APIL","Alstom Projects India Lim","ALSTOM FINANCE BV","SELL","5,80,700","540.00",
"10-AUG-2011","APIL","Alstom Projects India Lim","ALSTOM HOLDINGS (INDIA) LIMITED","BUY","5,80,700","540.00",
"11-AUG-2011","TRENT","Trent Ltd.","FIORA SERVICES LIMITED","SELL","1,59,943","1,170.00",
"11-AUG-2011","TRENT","Trent Ltd.","TATA INVESTMENT CORPORATION LTD","BUY","1,59,943","1,170.00",
"16-AUG-2011","NESTLEIND","Nestle India Limited","DAMANI GOPIKISHAN S","SELL","12,500","4,250.00",
"16-AUG-2011","NESTLEIND","Nestle India Limited","LIMITED BRIGHT STAR INVESTMENTS PRIVATE","BUY","12,500","4,250.00",
"29-AUG-2011","MANINDS","Man Industries (I) Ltd","MANSUKHANI KIMATADEVI JAMAKLAL","SELL","12,72,814","124.75",
"29-AUG-2011","MANINDS","Man Industries (I) Ltd","VAZE NAKUL DILIP","BUY","12,72,814","124.75",
"30-AUG-2011","MANINDS","Man Industries (I) Ltd","NIKHIL RAMESHCHANDRA MANSUKHANI ","BUY","12,72,814","126.00",
"30-AUG-2011","MANINDS","Man Industries (I) Ltd","VAZE NAKUL DILIP","SELL","12,72,814","126.00",
"02-SEP-2011","SABERORGAN","Sabero Organics Gujarat ","HARVARD FINANCE CO PVT LTD","BUY","32,09,734","117.72",
"02-SEP-2011","SABERORGAN","Sabero Organics Gujarat ","KARVILLE COMPANY LIMITED","SELL","32,09,734","117.72",
"07-SEP-2011","GOKEX","Gokaldas Exports Limited","PACE STOCK BROKING SERVICES PRIVATE LIMITED","BUY","14,00,000","78.60",
"07-SEP-2011","GOKEX","Gokaldas Exports Limited","VINAMRA UNIVERSAL TRADERS PRIVATE LIMITED","SELL","14,00,000","78.60",
"12-SEP-2011","BAJAJ-AUTO","Bajaj Auto Limited","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","33,830","1,610.00",
"12-SEP-2011","BAJAJ-AUTO","Bajaj Auto Limited","THE ROYAL BANK OF SCOTLAND N.V","SELL","33,830","1,610.00",
"12-SEP-2011","DRREDDY","Dr. Reddys Lab Ltd","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","39,525","1,460.00",
"12-SEP-2011","DRREDDY","Dr. Reddys Lab Ltd","THE ROYAL BANK OF SCOTLAND N.V","SELL","39,525","1,460.00",
"12-SEP-2011","GAIL","GAIL (India) Limited","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","1,50,815","410.00",
"12-SEP-2011","GAIL","GAIL (India) Limited","THE ROYAL BANK OF SCOTLAND N.V","SELL","1,50,815","410.00",
"12-SEP-2011","HDFC","HDFC Ltd.","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","4,12,375","656.00",
"12-SEP-2011","HDFC","HDFC Ltd.","THE ROYAL BANK OF SCOTLAND N.V","SELL","4,12,375","656.00",
"12-SEP-2011","HDFCBANK","HDFC Bank Ltd.","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","5,76,820","470.00",
"12-SEP-2011","HDFCBANK","HDFC Bank Ltd.","THE ROYAL BANK OF SCOTLAND N.V","SELL","5,76,820","470.00",
"12-SEP-2011","ICICIBANK","ICICI Bank Ltd.","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","3,07,628","880.00",
"12-SEP-2011","ICICIBANK","ICICI Bank Ltd.","THE ROYAL BANK OF SCOTLAND N.V","SELL","3,07,628","880.00",
"12-SEP-2011","INFY","Infosys Limited","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","1,64,333","2,200.00",
"12-SEP-2011","INFY","Infosys Limited","THE ROYAL BANK OF SCOTLAND N.V","SELL","1,64,333","2,200.00",
"12-SEP-2011","RELIANCE","Reliance Industries Ltd","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","5,00,579","815.00",
"12-SEP-2011","RELIANCE","Reliance Industries Ltd","THE ROYAL BANK OF SCOTLAND N.V","SELL","5,00,579","815.00",
"12-SEP-2011","SUNPHARMA","Sun Pharma  Ltd","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","1,20,311","480.00",
"12-SEP-2011","SUNPHARMA","Sun Pharma  Ltd","THE ROYAL BANK OF SCOTLAND N.V","SELL","1,20,311","480.00",
"12-SEP-2011","TATASTEEL","Tata Steel Limited","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","1,19,526","465.00",
"12-SEP-2011","TATASTEEL","Tata Steel Limited","THE ROYAL BANK OF SCOTLAND N.V","SELL","1,19,526","465.00",
"12-SEP-2011","UNITECH","Unitech Ltd","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","5,14,321","27.55",
"12-SEP-2011","UNITECH","Unitech Ltd","THE ROYAL BANK OF SCOTLAND N.V","SELL","5,14,321","27.55",
"16-SEP-2011","HEXAWARE","Hexaware Technologies Lim","ELDER HIDES AND LEATHER PVT LTD","SELL","52,00,000","76.45",
"16-SEP-2011","HEXAWARE","Hexaware Technologies Lim","ELDER VENTURE LLP","BUY","52,00,000","76.45",
"19-SEP-2011","AXISBANK","Axis Bank Limited","ISHARES BSE SENSEX MAURITIUS COMPANY","BUY","81,189","1,122.00",
